Date,Branch,SKU_ID,SKU,Brand,SKU_Category,NormalPrice,EffectivePrice,MinEffectivePrice,MaxEffectivePrice,DiscountPct,Promo_Category,Qty,Revenue,Transactions,Customers,prev_effective_price,prev_promo_category,price_change,price_change_pct
2025-08-12,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5560,4600,6100,9.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,130,758200,40,40,5550.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,10.0,0.18
2025-08-13,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5538,4300,6100,9.38,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,158,895400,48,48,5560.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-22.0,-0.4
2025-08-14,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5523,4300,6100,9.62,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,160,930400,53,53,5538.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-15.0,-0.27
2025-08-15,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5512,4300,6100,9.79,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,121,689500,42,42,5523.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-11.0,-0.2
2025-08-16,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5570,4600,6100,8.84,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,155,889100,52,52,5512.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,58.0,1.05
2025-08-17,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5829,5500,6100,4.52,No Promo | Promo Bundling | Promo Normal,113,662600,47,47,5570.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,259.0,4.65
2025-08-18,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5568,4300,6100,8.87,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,184,1067200,56,56,5829.0,No Promo | Promo Bundling | Promo Normal,-261.0,-4.48
2025-08-19,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5640,4900,6100,7.66,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,141,820800,45,45,5568.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,72.0,1.29
2025-08-20,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5488,4300,6100,10.21,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,181,1037500,62,61,5640.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-152.0,-2.7
2025-08-21,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5450,4300,6100,10.83,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,137,797900,50,50,5488.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-38.0,-0.69
2025-08-22,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5462,4300,6100,10.62,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,93,536400,32,32,5450.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,12.0,0.22
2025-08-23,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5550,4600,6100,9.16,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,137,782000,44,44,5462.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,88.0,1.61
2025-08-24,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5538,4600,6100,9.38,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,135,781200,41,41,5550.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-12.0,-0.22
2025-08-25,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5500,4300,6100,10.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,103,596500,42,42,5538.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-38.0,-0.69
2025-08-26,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5625,4900,6100,7.92,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,156,911100,48,48,5500.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,125.0,2.27
2025-08-27,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5631,4900,6100,7.81,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,113,660200,38,38,5625.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,6.0,0.11
2025-08-28,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5492,4300,6100,10.12,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,122,702200,41,41,5631.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-139.0,-2.47
2025-08-29,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5481,4300,6100,10.31,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,166,957100,53,53,5492.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-11.0,-0.2
2025-08-30,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5538,4300,6100,9.38,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,147,846900,47,47,5481.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,57.0,1.04
2025-09-01,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5590,4600,6100,8.5,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,175,1008100,54,54,5538.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,52.0,0.94
2025-09-02,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5550,4300,6100,9.16,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,195,1133100,59,59,5590.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-40.0,-0.72
2025-09-03,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5508,4300,6100,9.88,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,214,1230100,74,74,5550.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-42.0,-0.76
2025-09-04,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5519,4300,6100,9.69,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,188,1100300,62,62,5508.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,11.0,0.2
2025-09-05,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5575,4300,6100,8.75,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,167,967700,52,52,5519.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,56.0,1.01
2025-09-06,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5605,4900,6100,8.25,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,202,1189900,67,67,5575.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,30.0,0.54
2025-09-07,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5550,4600,6100,9.17,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,165,963900,57,57,5605.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-55.0,-0.98
2025-09-08,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5459,4300,6100,10.68,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,170,990500,56,56,5550.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-91.0,-1.64
2025-09-09,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5527,4300,6100,9.56,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,220,1258000,67,67,5459.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,68.0,1.25
2025-09-10,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5547,4300,6100,9.22,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,180,1041300,58,58,5527.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,20.0,0.36
2025-09-11,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5535,4300,6100,9.42,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,183,1056600,62,62,5547.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-12.0,-0.22
2025-09-12,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5558,4600,6100,9.04,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,185,1071200,60,60,5535.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,23.0,0.42
2025-09-13,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5572,4300,6100,8.8,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,160,916900,60,60,5558.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,14.0,0.25
2025-09-14,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5604,4600,6100,8.26,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,207,1205100,68,68,5572.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,32.0,0.57
2025-09-15,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5533,4300,6100,9.44,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,257,1481900,80,80,5604.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-71.0,-1.27
2025-09-16,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5528,4300,6100,9.53,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,193,1115500,66,66,5533.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-5.0,-0.09
2025-09-17,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5475,4300,6100,10.42,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,183,1069200,58,58,5528.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-53.0,-0.96
2025-09-18,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5453,4300,6100,10.78,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,149,866000,52,52,5475.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-22.0,-0.4
2025-09-19,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5527,4300,6100,9.56,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,221,1265300,74,74,5453.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,74.0,1.36
2025-09-20,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5515,4300,6100,9.75,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,141,810000,47,47,5527.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-12.0,-0.22
2025-09-21,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5600,4900,6100,8.33,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,185,1064900,67,67,5515.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,85.0,1.54
2025-09-22,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5552,4600,6100,9.14,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,221,1285700,72,72,5600.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-48.0,-0.86
2025-09-23,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5608,4600,6100,8.2,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,185,1064300,70,70,5552.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,56.0,1.01
2025-09-24,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5573,4600,6100,8.78,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,173,992300,64,64,5608.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-35.0,-0.62
2025-09-25,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5526,4300,6100,9.58,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,200,1143200,64,64,5573.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-47.0,-0.84
2025-09-26,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5554,4300,6100,9.11,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,191,1091300,66,66,5526.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,28.0,0.51
2025-09-27,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5532,4600,6100,9.46,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,169,983800,60,60,5554.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-22.0,-0.4
2025-09-28,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5549,4600,6100,9.19,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,189,1094400,67,67,5532.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,17.0,0.31
2025-09-29,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5506,4300,6100,9.9,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,161,927500,52,52,5549.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-43.0,-0.77
2025-09-30,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5543,4300,6100,9.28,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,181,1051900,60,60,5506.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,37.0,0.67
2025-10-01,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5850,5500,6100,4.17,No Promo | Promo Bundling | Promo Normal,31,180400,11,11,5543.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,307.0,5.54
2025-10-02,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5500,6100,5.0,No Promo | Promo Bundling | Promo Normal,43,255400,13,13,5850.0,No Promo | Promo Bundling | Promo Normal,-50.0,-0.85
2025-10-04,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5575,4600,6100,8.75,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,17,97400,7,7,5800.0,No Promo | Promo Bundling | Promo Normal,-225.0,-3.88
2025-10-05,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5590,4900,6100,8.5,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,75,432600,21,21,5575.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,15.0,0.27
2025-10-06,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5850,5500,6100,4.17,No Promo | Promo Bundling | Promo Normal,36,208800,15,15,5590.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,260.0,4.65
2025-10-07,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5500,6100,5.0,No Promo | Promo Bundling | Promo Normal,35,203300,11,11,5850.0,No Promo | Promo Bundling | Promo Normal,-50.0,-0.85
2025-10-08,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5575,4600,6100,8.75,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,56,322700,20,20,5800.0,No Promo | Promo Bundling | Promo Normal,-225.0,-3.88
2025-10-09,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5900,5800,6100,3.33,No Promo | Promo Bundling | Promo Normal,27,158100,7,7,5575.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,325.0,5.83
2025-10-10,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5575,4900,6100,8.75,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,26,147200,9,9,5900.0,No Promo | Promo Bundling | Promo Normal,-325.0,-5.51
2025-10-11,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5500,4600,6100,10.0,No Promo | Promo Bundling | Promo Seasonal High,22,123100,7,7,5575.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-75.0,-1.35
2025-10-12,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5500,6100,5.0,No Promo | Promo Bundling | Promo Normal,40,229000,12,12,5500.0,No Promo | Promo Bundling | Promo Seasonal High,300.0,5.45
2025-10-13,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5400,4300,6100,11.67,No Promo | Promo Bundling | Promo Seasonal High,45,264300,13,13,5800.0,No Promo | Promo Bundling | Promo Normal,-400.0,-6.9
2025-10-14,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5860,5500,6100,4.0,No Promo | Promo Bundling | Promo Normal,47,275600,15,15,5400.0,No Promo | Promo Bundling | Promo Seasonal High,460.0,8.52
2025-10-15,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5950,5800,6100,2.5,No Promo | Promo Bundling,20,117200,7,7,5860.0,No Promo | Promo Bundling | Promo Normal,90.0,1.54
2025-10-16,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5900,5800,6100,3.33,No Promo | Promo Bundling | Promo Normal,32,186800,13,13,5950.0,No Promo | Promo Bundling,-50.0,-0.84
2025-10-17,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5850,5500,6100,4.17,No Promo | Promo Bundling | Promo Normal,21,121200,7,7,5900.0,No Promo | Promo Bundling | Promo Normal,-50.0,-0.85
2025-10-18,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5575,4600,6100,8.75,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,39,221700,12,12,5850.0,No Promo | Promo Bundling | Promo Normal,-275.0,-4.7
2025-10-19,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5950,5800,6100,2.5,No Promo | Promo Bundling,36,213000,10,10,5575.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,375.0,6.73
2025-10-21,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5900,5800,6100,3.33,No Promo | Promo Bundling | Promo Normal,24,139500,9,9,5950.0,No Promo | Promo Bundling,-50.0,-0.84
2025-10-22,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5575,4300,6100,8.75,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,41,233000,13,13,5900.0,No Promo | Promo Bundling | Promo Normal,-325.0,-5.51
2025-10-23,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5820,5500,6100,4.67,No Promo | Promo Bundling | Promo Normal,48,279600,17,17,5575.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,245.0,4.39
2025-10-24,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5500,6100,5.0,No Promo | Promo Bundling | Promo Normal,55,320800,15,15,5820.0,No Promo | Promo Bundling | Promo Normal,-20.0,-0.34
2025-10-25,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5950,5800,6100,2.5,No Promo | Promo Bundling,27,158700,10,10,5800.0,No Promo | Promo Bundling | Promo Normal,150.0,2.59
2025-10-26,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5612,4600,6100,8.12,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,29,167900,12,12,5950.0,No Promo | Promo Bundling,-338.0,-5.68
2025-10-27,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5550,4600,6100,9.17,No Promo | Promo Bundling | Promo Seasonal High,44,253100,13,13,5612.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-62.0,-1.1
2025-10-28,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5900,5800,6100,3.33,No Promo | Promo Bundling | Promo Normal,23,133700,10,10,5550.0,No Promo | Promo Bundling | Promo Seasonal High,350.0,6.31
2025-10-29,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5500,4600,6100,10.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,28,155500,11,11,5900.0,No Promo | Promo Bundling | Promo Normal,-400.0,-6.78
2025-10-30,Bandung,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5833,5500,6100,4.44,No Promo | Promo Bundling | Promo Normal,45,261300,14,14,5500.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,333.0,6.05
2025-05-01,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5022,4100,5500,8.69,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,247,1292600,87,87,,,,
2025-05-02,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5000,3800,5500,8.96,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,322,1666700,109,109,5022.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-22.0,-0.44
2025-05-03,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5011,3800,5500,8.75,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,384,2005700,121,121,5000.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,11.0,0.22
2025-05-04,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4926,3800,5500,10.23,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,414,2147100,127,127,5011.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-85.0,-1.7
2025-05-05,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4994,3800,5500,9.14,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,360,1857300,124,124,4926.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,68.0,1.38
2025-05-06,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4962,3800,5500,9.58,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,316,1649900,109,109,4994.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-32.0,-0.64
2025-05-07,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4995,3800,5500,9.11,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,354,1822900,108,108,4962.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,33.0,0.67
2025-05-08,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4928,3800,5500,10.24,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,318,1643300,104,104,4995.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-67.0,-1.34
2025-05-09,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4989,3800,5500,9.17,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,369,1917300,125,125,4928.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,61.0,1.24
2025-05-10,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4893,3800,5500,10.8,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,329,1719800,103,103,4989.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-96.0,-1.92
2025-05-11,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4967,4100,5500,9.58,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,345,1793100,113,113,4893.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,74.0,1.51
2025-05-12,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5012,4100,5500,8.87,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,296,1536900,106,106,4967.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,45.0,0.91
2025-05-13,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4997,3800,5500,8.97,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,332,1734200,113,113,5012.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-15.0,-0.3
2025-05-14,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4947,3800,5500,9.92,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,322,1654900,106,106,4997.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-50.0,-1.0
2025-05-15,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4980,4100,5500,9.25,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,295,1544900,100,100,4947.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,33.0,0.67
2025-05-16,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4970,3800,5500,9.43,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,298,1540300,98,98,4980.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-10.0,-0.2
2025-05-17,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4949,3800,5500,9.71,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,363,1886400,117,117,4970.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-21.0,-0.42
2025-05-18,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4984,3800,5500,9.15,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,298,1556200,101,101,4949.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,35.0,0.71
2025-05-19,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4962,3800,5500,9.5,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,304,1584600,100,100,4984.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-22.0,-0.44
2025-05-20,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4897,3800,5500,10.7,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,306,1603400,97,97,4962.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-65.0,-1.31
2025-05-21,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4970,3800,5500,9.5,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,373,1950000,119,119,4897.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,73.0,1.49
2025-05-22,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4922,3800,5500,10.28,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,379,1968400,119,118,4970.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-48.0,-0.97
2025-05-23,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4896,3800,5500,10.74,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,312,1635200,111,111,4922.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-26.0,-0.53
2025-05-24,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4964,3800,5500,9.64,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,263,1381300,82,82,4896.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,68.0,1.39
2025-05-25,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4956,3800,5500,9.74,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,359,1864500,116,116,4964.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-8.0,-0.16
