Week,SKU_ID,SKU,Brand,SKU_Category,normal_list_price,normal_price,normal_qty,bundling_price,bundling_qty,promo_normal_price,promo_normal_qty,seasonal_price,seasonal_qty,total_qty,total_revenue,promo_type_count,normal_revenue,normal_transactions,bundling_revenue,bundling_transactions,promo_normal_revenue,promo_normal_transactions,seasonal_revenue,seasonal_transactions
2025-06-02,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,3500.0,1291,3500.0,156,3248.27,897,2610.58,308,2652,8785600.0,4,4518500.0,432,546000.0,53,2916100.0,298,805000.0,101
2025-06-09,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500.0,5500.0,1400,5200.0,3176,5094.25,802,4111.38,274,5652,29436300.0,4,7700000.0,475,16515200.0,1056,4090200.0,268,1130900.0,98
2025-06-09,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5500.0,5500.0,1366,5500.0,167,5092.97,880,4066.94,267,2680,13992300.0,4,7513000.0,464,918500.0,56,4480200.0,285,1080600.0,94
2025-06-09,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,10000.0,1308,10000.0,127,9246.95,831,7508.61,326,2592,24464000.0,4,13080000.0,439,1270000.0,43,7671500.0,283,2442500.0,105
2025-06-09,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,10000.0,1382,10000.0,133,9244.73,907,7543.38,265,2687,25537500.0,4,13820000.0,458,1330000.0,49,8389000.0,314,1998500.0,95
2025-06-09,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,7000.0,7000.0,1300,7000.0,132,6451.65,841,5254.93,330,2603,17178600.0,4,9100000.0,449,924000.0,44,5425500.0,276,1729100.0,108
2025-06-09,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,7000.0,7000.0,1383,7000.0,189,6448.38,1004,5241.98,243,2819,18759200.0,4,9681000.0,448,1323000.0,59,6476700.0,324,1278500.0,90
2025-06-09,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,3000.0,1480,3000.0,160,2750.13,861,2235.21,345,2846,8060000.0,4,4440000.0,472,480000.0,54,2367500.0,285,772500.0,110
2025-06-09,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,4500.0,1258,4500.0,167,4145.69,904,3437.0,316,2645,11254900.0,4,5661000.0,434,751500.0,53,3752800.0,285,1089600.0,104
2025-06-09,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,3500.0,1253,3500.0,125,3250.15,839,2592.98,280,2497,8278200.0,4,4385500.0,422,437500.0,44,2728400.0,270,726800.0,93
2025-06-09,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,4000.0,1307,4000.0,188,3701.81,806,3020.84,291,2592,9839000.0,4,5228000.0,438,752000.0,59,2979400.0,271,879600.0,95
2025-06-09,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,5000.0,1211,5000.0,208,4647.84,749,3779.65,295,2463,11688500.0,4,6055000.0,418,1040000.0,72,3478500.0,257,1115000.0,96
2025-06-09,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,5000.0,1451,5000.0,126,4651.6,867,3783.13,285,2729,12994400.0,4,7255000.0,486,630000.0,42,4031100.0,298,1078300.0,97
2025-06-09,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,4000.0,1231,2000.0,3156,3700.79,821,3009.47,250,5458,15035800.0,4,4924000.0,428,6312000.0,1056,3041400.0,281,758400.0,78
2025-06-09,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,4000.0,1488,4000.0,107,3697.74,881,3033.22,280,2756,10489200.0,4,5952000.0,496,428000.0,37,3260400.0,285,848800.0,93
2025-06-09,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,5500.0,1357,5500.0,175,5101.77,812,4081.42,304,2648,13807500.0,4,7463500.0,459,962500.0,54,4141400.0,271,1240100.0,101
2025-06-09,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,6000.0,1393,6000.0,193,5548.05,854,4501.03,292,2732,15569100.0,4,8358000.0,456,1158000.0,65,4738500.0,295,1314600.0,95
2025-06-09,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,7000.0,1228,7000.0,142,6454.4,905,5199.11,292,2567,16957100.0,4,8596000.0,416,994000.0,48,5843100.0,287,1524000.0,99
2025-06-09,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,7000.0,1402,7000.0,149,6455.86,814,5281.33,269,2634,17537600.0,4,9814000.0,471,1043000.0,54,5257200.0,273,1423400.0,89
2025-06-09,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,3000.0,1315,3000.0,182,2745.44,853,2218.32,318,2668,7541200.0,4,3945000.0,469,546000.0,61,2343100.0,292,707100.0,109
2025-06-09,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,3500.0,1339,3500.0,175,3247.12,894,2601.35,326,2734,9049100.0,4,4686500.0,446,612500.0,60,2902100.0,291,848000.0,106
2025-06-16,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500.0,5500.0,1322,5200.0,3099,5104.73,928,4120.89,309,5658,29400300.0,4,7271000.0,435,16114800.0,1039,4738600.0,300,1275900.0,98
2025-06-16,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5500.0,5500.0,1374,5500.0,158,5103.58,952,4055.33,302,2786,14501800.0,4,7557000.0,448,869000.0,52,4856200.0,312,1219600.0,99
2025-06-16,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,10000.0,1215,10000.0,148,9237.59,993,7436.46,289,2645,24973500.0,4,12150000.0,406,1480000.0,55,9187500.0,325,2156000.0,89
2025-06-16,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,10000.0,1236,10000.0,159,9259.16,878,7540.32,354,2627,24728000.0,4,12360000.0,421,1590000.0,55,8116000.0,306,2662000.0,110
2025-06-16,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,7000.0,7000.0,1320,7000.0,177,6441.49,879,5233.43,311,2687,17761900.0,4,9240000.0,448,1239000.0,58,5660100.0,295,1622800.0,104
2025-06-16,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,7000.0,7000.0,1258,7000.0,137,6463.99,949,5238.21,299,2643,17462800.0,4,8806000.0,434,959000.0,51,6130200.0,311,1567600.0,104
2025-06-16,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,3000.0,1299,3000.0,140,2750.22,929,2208.44,291,2659,7517300.0,4,3897000.0,427,420000.0,49,2556000.0,314,644300.0,103
2025-06-16,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,4500.0,1233,4500.0,182,4164.53,976,3363.1,293,2684,11417400.0,4,5548500.0,411,819000.0,60,4063900.0,312,986000.0,105
2025-06-16,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,3500.0,1334,3500.0,149,3248.78,794,2596.27,308,2585,8566800.0,4,4669000.0,439,521500.0,50,2580300.0,270,796000.0,105
2025-06-16,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,4000.0,1289,4000.0,148,3705.41,891,2997.52,309,2637,9974000.0,4,5156000.0,438,592000.0,46,3297400.0,305,928600.0,112
2025-06-16,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,5000.0,1322,5000.0,204,4651.18,871,3775.86,296,2693,12802500.0,4,6610000.0,429,1020000.0,66,4051200.0,284,1121300.0,97
2025-06-16,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,5000.0,1315,5000.0,168,4639.99,862,3763.6,321,2666,12621600.0,4,6575000.0,442,840000.0,55,3996600.0,303,1210000.0,103
2025-06-16,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,4000.0,1279,2000.0,3060,3694.48,914,3016.26,241,5494,15342600.0,4,5116000.0,430,6120000.0,1039,3377000.0,287,729600.0,80
2025-06-16,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,4000.0,1345,4000.0,173,3702.78,962,3029.09,269,2749,10442200.0,4,5380000.0,450,692000.0,54,3557600.0,311,812600.0,91
2025-06-16,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,5500.0,1339,5500.0,187,5099.17,883,4051.48,227,2636,13810700.0,4,7364500.0,434,1028500.0,58,4502600.0,294,915100.0,78
2025-06-16,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,6000.0,1152,6000.0,170,5564.54,1060,4491.84,324,2706,15288600.0,4,6912000.0,408,1020000.0,52,5904900.0,352,1451700.0,110
2025-06-16,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,7000.0,1259,7000.0,136,6437.13,909,5304.76,257,2561,16978600.0,4,8813000.0,407,952000.0,43,5850600.0,305,1363000.0,88
2025-06-16,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,7000.0,1318,7000.0,159,6438.07,950,5231.1,266,2693,17845800.0,4,9226000.0,435,1113000.0,56,6118500.0,317,1388300.0,91
2025-06-16,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,3000.0,1240,3000.0,157,2747.8,845,2235.37,211,2453,6988100.0,4,3720000.0,415,471000.0,51,2322100.0,280,475000.0,71
2025-06-16,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,3500.0,1391,3500.0,128,3247.07,950,2625.79,290,2759,9165300.0,4,4868500.0,453,448000.0,43,3085800.0,310,763000.0,97
2025-06-23,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500.0,5500.0,1244,5200.0,3168,5103.67,917,4123.94,307,5636,29257600.0,4,6842000.0,424,16473600.0,1075,4677000.0,307,1265000.0,99
2025-06-23,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5500.0,5500.0,1268,5500.0,152,5092.89,998,4102.83,283,2701,14055800.0,4,6974000.0,420,836000.0,50,5084600.0,319,1161200.0,91
2025-06-23,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,10000.0,1263,10000.0,145,9258.85,875,7554.26,246,2529,24045000.0,4,12630000.0,424,1450000.0,50,8101500.0,285,1863500.0,87
2025-06-23,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,10000.0,1293,10000.0,174,9259.35,843,7466.49,281,2591,24565000.0,4,12930000.0,443,1740000.0,53,7802000.0,293,2093000.0,95
2025-06-23,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,7000.0,7000.0,1407,7000.0,188,6449.64,906,5199.82,295,2796,18543800.0,4,9849000.0,475,1316000.0,62,5841300.0,293,1537500.0,91
2025-06-23,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,7000.0,7000.0,1288,7000.0,138,6457.34,851,5197.09,286,2563,16966800.0,4,9016000.0,430,966000.0,50,5499900.0,279,1484900.0,95
2025-06-23,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,3000.0,1330,3000.0,147,2749.36,834,2237.99,301,2612,7397600.0,4,3990000.0,429,441000.0,55,2291100.0,277,675500.0,106
2025-06-23,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,4500.0,1249,4500.0,137,4159.4,791,3388.38,249,2426,10374100.0,4,5620500.0,425,616500.0,45,3295700.0,271,841400.0,97
2025-06-23,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,3500.0,1292,3500.0,138,3254.57,852,2606.69,278,2560,8503400.0,4,4522000.0,447,483000.0,42,2775000.0,275,723400.0,93
2025-06-23,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,4000.0,1354,4000.0,195,3701.6,899,3002.07,299,2747,10420000.0,4,5416000.0,437,780000.0,66,3326400.0,295,897600.0,99
2025-06-23,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,5000.0,1325,5000.0,154,4654.58,928,3799.87,195,2602,12454900.0,4,6625000.0,426,770000.0,53,4320600.0,299,739300.0,67
2025-06-23,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,5000.0,1340,5000.0,171,4635.61,841,3754.72,275,2627,12484600.0,4,6700000.0,446,855000.0,56,3899100.0,285,1030500.0,98
2025-06-23,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,4000.0,1319,2000.0,3166,3709.96,853,3002.46,291,5629,15647600.0,4,5276000.0,447,6332000.0,1075,3164800.0,296,874800.0,92
2025-06-23,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,4000.0,1298,4000.0,173,3692.93,810,2996.02,335,2616,9880600.0,4,5192000.0,431,692000.0,58,2990800.0,275,1005800.0,111
2025-06-23,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,5500.0,1268,5500.0,212,5087.61,762,4127.23,309,2551,13297400.0,4,6974000.0,432,1166000.0,67,3875800.0,252,1281600.0,99
2025-06-23,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,6000.0,1347,6000.0,135,5550.56,904,4483.56,300,2686,15256500.0,4,8082000.0,428,810000.0,48,5022300.0,293,1342200.0,102
2025-06-23,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,7000.0,1250,7000.0,139,6443.1,926,5248.34,261,2576,17053000.0,4,8750000.0,406,973000.0,47,5962800.0,308,1367200.0,86
2025-06-23,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,7000.0,1167,7000.0,183,6471.97,765,5216.0,277,2392,15832300.0,4,8169000.0,392,1281000.0,67,4948500.0,254,1433800.0,93
2025-06-23,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,3000.0,1274,3000.0,136,2748.27,821,2237.9,225,2456,6989100.0,4,3822000.0,438,408000.0,53,2256700.0,271,502400.0,80
2025-06-23,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,3500.0,1369,3500.0,161,3245.62,831,2636.19,302,2663,8851200.0,4,4791500.0,479,563500.0,53,2697400.0,288,798800.0,96
2025-06-30,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500.0,5500.0,1365,5200.0,3273,5095.3,920,4086.63,302,5860,30449400.0,4,7507500.0,458,17019600.0,1091,4686800.0,306,1235500.0,96
2025-06-30,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5500.0,5500.0,1380,5500.0,201,5103.68,887,4110.78,348,2816,14645500.0,4,7590000.0,461,1105500.0,65,4528000.0,295,1422000.0,114
2025-06-30,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,10000.0,1384,10000.0,162,9236.18,832,7530.18,368,2746,25904000.0,4,13840000.0,452,1620000.0,56,7680000.0,287,2764000.0,116
2025-06-30,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,10000.0,1471,10000.0,170,9276.3,879,7458.36,300,2820,26800000.0,4,14710000.0,483,1700000.0,60,8150000.0,312,2240000.0,97
2025-06-30,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,8000.0,7842.49,1511,7864.52,155,7298.66,979,5833.43,381,3026,22452000.0,4,11850000.0,491,1219000.0,59,7149800.0,323,2233200.0,117
2025-06-30,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,8000.0,7854.64,1486,7895.06,162,7239.65,887,5854.63,314,2849,21200900.0,4,11672000.0,498,1279000.0,48,6419400.0,303,1830500.0,98
2025-06-30,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,3000.0,1395,3000.0,136,2755.27,904,2226.48,329,2764,7813400.0,4,4185000.0,478,408000.0,45,2490200.0,300,730200.0,115
2025-06-30,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,4500.0,1422,4500.0,163,4149.53,874,3386.83,303,2762,11791900.0,4,6399000.0,457,733500.0,53,3629800.0,304,1029600.0,96
2025-06-30,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,3500.0,1405,3500.0,189,3249.91,938,2590.8,340,2872,9505000.0,4,4917500.0,468,661500.0,61,3048200.0,326,877800.0,108
2025-06-30,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,4000.0,1435,4000.0,172,3704.49,929,2987.8,276,2812,10695200.0,4,5740000.0,477,688000.0,54,3444200.0,314,823000.0,91
2025-06-30,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,5000.0,1306,5000.0,156,4651.56,919,3788.23,339,2720,12872900.0,4,6530000.0,436,780000.0,47,4276200.0,303,1286700.0,115
2025-06-30,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,5000.0,1352,5000.0,161,4654.29,945,3776.99,365,2823,13340700.0,4,6760000.0,468,805000.0,60,4392300.0,314,1383400.0,119
2025-06-30,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,4000.0,1399,2000.0,3247,3703.21,869,3015.71,309,5824,16242600.0,4,5596000.0,450,6494000.0,1091,3218800.0,295,933800.0,105
2025-06-30,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,4000.0,1481,4000.0,156,3698.93,926,2980.78,332,2895,10961800.0,4,5924000.0,499,624000.0,52,3424400.0,293,989400.0,107
2025-06-30,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,5500.0,1442,5500.0,152,5105.31,897,4106.35,356,2847,14801800.0,4,7931000.0,477,836000.0,57,4577000.0,300,1457800.0,121
2025-06-30,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,6000.0,1309,6000.0,161,5557.8,954,4486.41,292,2716,15428100.0,4,7854000.0,443,966000.0,51,5301000.0,314,1307100.0,86
2025-06-30,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,7000.0,1314,7000.0,191,6441.16,978,5252.8,301,2784,18416700.0,4,9198000.0,454,1337000.0,62,6295500.0,313,1586200.0,105
2025-06-30,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,7000.0,1310,7000.0,206,6444.87,907,5220.85,299,2722,18015300.0,4,9170000.0,448,1442000.0,62,5843700.0,303,1559600.0,101
2025-06-30,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,3000.0,1352,3000.0,181,2750.33,923,2221.76,273,2729,7746200.0,4,4056000.0,443,543000.0,59,2539900.0,292,607300.0,94
2025-06-30,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,3500.0,1423,3500.0,176,3251.36,894,2615.75,332,2825,9369900.0,4,4980500.0,463,616000.0,52,2904000.0,306,869400.0,110
2025-07-07,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500.0,5500.0,1507,5200.0,3301,5101.48,892,4075.3,298,5998,31226500.0,4,8288500.0,503,17165200.0,1118,4555800.0,305,1217000.0,97
2025-07-07,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5500.0,5500.0,1320,5500.0,175,5093.75,971,4085.96,299,2765,14395500.0,4,7260000.0,444,962500.0,56,4949200.0,322,1223800.0,97
2025-07-07,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,10000.0,1501,10000.0,194,9253.39,975,7503.76,248,2918,27813500.0,4,15010000.0,502,1940000.0,60,9008500.0,315,1855000.0,91
2025-07-07,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,10000.0,1331,10000.0,163,9261.39,962,7517.54,332,2788,26346000.0,4,13310000.0,438,1630000.0,54,8907500.0,315,2498500.0,111
2025-07-07,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,8000.0,8000.0,1438,8000.0,177,7405.18,985,5932.02,271,2871,21824000.0,4,11504000.0,472,1416000.0,55,7294000.0,306,1610000.0,89
2025-07-07,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,8000.0,8000.0,1307,8000.0,176,7374.91,1021,6010.94,289,2793,21138400.0,4,10456000.0,438,1408000.0,57,7532400.0,338,1742000.0,101
2025-07-07,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,3000.0,1462,3000.0,162,2748.7,878,2231.53,317,2819,7992400.0,4,4386000.0,487,486000.0,56,2414200.0,296,706200.0,99
2025-07-07,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,4500.0,1474,4500.0,194,4142.57,894,3393.18,269,2831,12125500.0,4,6633000.0,509,873000.0,66,3703500.0,299,916000.0,96
2025-07-07,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,3500.0,1324,3500.0,100,3250.07,881,2583.42,277,2582,8563600.0,4,4634000.0,442,350000.0,38,2865200.0,301,714400.0,92
2025-07-07,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,4000.0,1474,4000.0,195,3694.64,1010,2994.57,378,3057,11542600.0,4,5896000.0,478,780000.0,60,3730400.0,327,1136200.0,120
2025-07-07,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,5000.0,1344,5000.0,170,4655.6,943,3740.02,270,2727,12973100.0,4,6720000.0,460,850000.0,56,4392900.0,314,1010200.0,93
2025-07-07,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,5000.0,1391,5000.0,178,4637.93,945,3766.3,277,2791,13276600.0,4,6955000.0,458,890000.0,56,4389900.0,319,1041700.0,91
2025-07-07,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,4000.0,1389,2000.0,3443,3691.24,863,3013.45,292,5987,16506600.0,4,5556000.0,448,6886000.0,1118,3182600.0,291,882000.0,96
2025-07-07,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,4000.0,1387,4000.0,197,3700.31,929,2994.9,297,2810,10661600.0,4,5548000.0,460,788000.0,61,3437800.0,293,887800.0,94
2025-07-07,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,5500.0,1352,5500.0,158,5092.45,938,4124.13,324,2772,14416600.0,4,7436000.0,445,869000.0,56,4774800.0,312,1336800.0,106
2025-07-07,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,6000.0,1370,6000.0,166,5540.83,806,4486.45,282,2624,14943600.0,4,8220000.0,450,996000.0,57,4465200.0,271,1262400.0,95
2025-07-07,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,7000.0,1416,7000.0,160,6456.44,1013,5240.53,300,2889,19139200.0,4,9912000.0,467,1120000.0,55,6538200.0,326,1569000.0,106
2025-07-07,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,7000.0,1475,7000.0,210,6454.14,906,5221.33,334,2925,19392700.0,4,10325000.0,482,1470000.0,66,5847000.0,312,1750700.0,116
2025-07-07,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,3000.0,1342,3000.0,141,2750.53,860,2242.51,332,2675,7559600.0,4,4026000.0,465,423000.0,50,2363700.0,289,746900.0,113
2025-07-07,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,3500.0,1370,3500.0,144,3252.13,926,2594.31,316,2756,9128900.0,4,4795000.0,463,504000.0,49,3011100.0,297,818800.0,98
2025-07-14,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500.0,5500.0,1335,5200.0,3450,5113.89,955,4064.73,337,6077,31535000.0,4,7342500.0,455,17940000.0,1134,4884000.0,325,1368500.0,120
2025-07-14,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5500.0,5500.0,1296,5500.0,206,5101.44,889,4064.43,319,2710,14087800.0,4,7128000.0,430,1133000.0,66,4534200.0,303,1292600.0,102
2025-07-14,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,10000.0,1475,10000.0,157,9250.67,961,7506.04,303,2896,27477500.0,4,14750000.0,495,1570000.0,55,8887000.0,317,2270500.0,106
2025-07-14,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,10000.0,1488,10000.0,192,9230.56,951,7455.27,290,2921,27735000.0,4,14880000.0,481,1920000.0,67,8777000.0,310,2158000.0,93
2025-07-14,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,8000.0,8000.0,1280,8000.0,172,7409.8,915,5980.04,293,2660,20146000.0,4,10240000.0,425,1376000.0,57,6776800.0,316,1753200.0,94
2025-07-14,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,8000.0,8000.0,1386,8000.0,149,7381.21,982,6015.89,371,2888,21753600.0,4,11088000.0,458,1192000.0,49,7244800.0,321,2228800.0,114
2025-07-14,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,3000.0,1381,3000.0,175,2749.06,929,2221.73,328,2813,7949700.0,4,4143000.0,451,525000.0,57,2554700.0,310,727000.0,107
2025-07-14,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,4500.0,1455,4500.0,163,4140.59,911,3399.09,316,2845,12131900.0,4,6547500.0,472,733500.0,57,3776300.0,308,1074600.0,107
2025-07-14,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,3500.0,1404,3500.0,226,3251.85,849,2612.54,351,2830,9380900.0,4,4914000.0,470,791000.0,74,2761900.0,287,914000.0,122
2025-07-14,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,4000.0,1354,4000.0,205,3703.58,949,3013.09,337,2845,10767400.0,4,5416000.0,453,820000.0,68,3515200.0,316,1016200.0,114
2025-07-14,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,5000.0,1441,5000.0,221,4663.66,950,3773.73,292,2904,13846600.0,4,7205000.0,475,1105000.0,68,4434600.0,321,1102000.0,107
2025-07-14,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,5000.0,1378,5000.0,138,4654.43,914,3723.83,304,2734,12968000.0,4,6890000.0,468,690000.0,46,4257300.0,302,1130700.0,100
2025-07-14,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,4000.0,1500,2000.0,3413,3698.92,882,2977.4,324,6119,17050800.0,4,6000000.0,491,6826000.0,1134,3260400.0,296,964400.0,112
2025-07-14,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,4000.0,1395,4000.0,200,3694.25,940,3043.77,316,2851,10817400.0,4,5580000.0,458,800000.0,63,3477600.0,304,959800.0,102
2025-07-14,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,5500.0,1435,5500.0,171,5098.14,876,4054.9,343,2825,14692600.0,4,7892500.0,469,940500.0,57,4465600.0,291,1394000.0,120
2025-07-14,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,6000.0,1279,6000.0,180,5531.6,1022,4522.55,341,2822,15947400.0,4,7674000.0,437,1080000.0,57,5652900.0,328,1540500.0,117
2025-07-14,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,7000.0,1336,7000.0,124,6445.23,949,5242.89,309,2718,17951000.0,4,9352000.0,429,868000.0,48,6109200.0,318,1621800.0,100
2025-07-14,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,7000.0,1389,7000.0,172,6454.74,1016,5240.82,331,2908,19218700.0,4,9723000.0,469,1204000.0,59,6553200.0,336,1738500.0,111
2025-07-14,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,3000.0,1309,3000.0,177,2749.25,913,2240.8,279,2678,7591800.0,4,3927000.0,441,531000.0,56,2510300.0,302,623500.0,92
