Date,SKU_ID,SKU,Brand,SKU_Category,normal_price,normal_qty,bundling_price,bundling_qty,promo_normal_price,promo_normal_qty,seasonal_price,seasonal_qty,total_qty,total_revenue,promo_type_count,normal_normal_list_price,normal_revenue,normal_transactions,bundling_normal_list_price,bundling_revenue,bundling_transactions,promo_normal_normal_list_price,promo_normal_revenue,promo_normal_transactions,seasonal_normal_list_price,seasonal_revenue,seasonal_transactions
2025-06-21,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,140,10000.0,14,9214.29,116,7391.3,76,346,3174500.0,4,10000.0,1400000.0,51,10000.0,140000.0,5,10000.0,1071000.0,42,10000.0,563500.0,23
2025-06-21,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,7000.0,190,7000.0,18,6440.82,139,5289.47,51,398,2622200.0,4,7000.0,1330000.0,62,7000.0,126000.0,6,7000.0,895500.0,49,7000.0,270700.0,19
2025-06-21,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,7000.0,139,7000.0,33,6486.49,110,5085.71,17,299,2004100.0,4,7000.0,973000.0,51,7000.0,231000.0,11,7000.0,712200.0,37,7000.0,87900.0,7
2025-06-21,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,210,3000.0,13,2756.41,119,2200.0,33,375,1070600.0,4,3000.0,630000.0,63,3000.0,39000.0,4,3000.0,328200.0,39,3000.0,73400.0,12
2025-06-21,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,131,4500.0,22,4159.57,136,3338.46,32,321,1361700.0,4,4500.0,589500.0,40,4500.0,99000.0,7,4500.0,565600.0,47,4500.0,107600.0,13
2025-06-21,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,239,3500.0,20,3246.67,119,2642.11,52,430,1428700.0,4,3500.0,836500.0,79,3500.0,70000.0,8,3500.0,386400.0,45,3500.0,135800.0,19
2025-06-21,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,215,4000.0,23,3695.24,126,3037.5,34,398,1521200.0,4,4000.0,860000.0,73,4000.0,92000.0,8,4000.0,465000.0,42,4000.0,104200.0,16
2025-06-21,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,188,5000.0,33,4658.82,159,3738.46,36,416,1982400.0,4,5000.0,940000.0,69,5000.0,165000.0,10,5000.0,741000.0,51,5000.0,136400.0,13
2025-06-21,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,201,5000.0,25,4597.83,137,3787.5,22,385,1842100.0,4,5000.0,1005000.0,61,5000.0,125000.0,8,5000.0,628500.0,46,5000.0,83600.0,8
2025-06-21,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,189,2000.0,420,3714.89,160,3000.0,31,800,2284200.0,4,4000.0,756000.0,62,4000.0,840000.0,150,4000.0,593800.0,47,4000.0,94400.0,10
2025-06-21,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,206,4000.0,20,3713.64,124,2984.62,34,384,1466200.0,4,4000.0,824000.0,72,4000.0,80000.0,5,4000.0,460200.0,44,4000.0,102000.0,13
2025-06-21,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,218,5500.0,28,5100.0,132,4140.0,50,428,2233200.0,4,5500.0,1199000.0,67,5500.0,154000.0,9,5500.0,673400.0,44,5500.0,206800.0,15
2025-06-21,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,154,6000.0,27,5561.54,202,4452.63,60,443,2474400.0,4,6000.0,924000.0,61,6000.0,162000.0,8,6000.0,1122600.0,65,6000.0,265800.0,19
2025-06-21,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,175,7000.0,20,6424.14,102,5326.67,40,337,2230000.0,4,7000.0,1225000.0,58,7000.0,140000.0,6,7000.0,654000.0,29,7000.0,211000.0,15
2025-06-21,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,239,7000.0,32,6421.43,128,5214.29,43,442,2948100.0,4,7000.0,1673000.0,85,7000.0,224000.0,11,7000.0,825600.0,42,7000.0,225500.0,14
2025-06-21,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,167,3000.0,14,2751.22,127,2215.38,39,347,980200.0,4,3000.0,501000.0,59,3000.0,42000.0,5,3000.0,349800.0,41,3000.0,87400.0,13
2025-06-21,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,224,3500.0,22,3247.62,128,2600.0,21,395,1331900.0,4,3500.0,784000.0,69,3500.0,77000.0,7,3500.0,416500.0,42,3500.0,54400.0,11
2025-06-22,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500.0,159,5200.0,455,5125.0,148,4100.0,53,815,4217100.0,4,5500.0,874500.0,59,5500.0,2366000.0,156,5500.0,759000.0,48,5500.0,217600.0,17
2025-06-22,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5500.0,199,5500.0,33,5071.11,124,4043.75,58,414,2135500.0,4,5500.0,1094500.0,62,5500.0,181500.0,13,5500.0,626800.0,45,5500.0,232700.0,16
2025-06-22,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,191,10000.0,28,9256.1,123,7545.45,39,381,3629000.0,4,10000.0,1910000.0,60,10000.0,280000.0,10,10000.0,1141500.0,41,10000.0,297500.0,11
2025-06-22,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,184,10000.0,24,9200.0,129,7615.38,41,378,3575500.0,4,10000.0,1840000.0,66,10000.0,240000.0,8,10000.0,1184000.0,45,10000.0,311500.0,13
2025-06-22,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,7000.0,188,7000.0,41,6421.28,152,5218.18,64,445,2908700.0,4,7000.0,1316000.0,63,7000.0,287000.0,12,7000.0,975600.0,47,7000.0,330100.0,22
2025-06-22,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,7000.0,179,7000.0,29,6438.89,178,5166.67,26,412,2737900.0,4,7000.0,1253000.0,64,7000.0,203000.0,10,7000.0,1145100.0,54,7000.0,136800.0,9
2025-06-22,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,238,3000.0,31,2737.5,119,2164.29,39,427,1217300.0,4,3000.0,714000.0,77,3000.0,93000.0,12,3000.0,326100.0,40,3000.0,84200.0,14
2025-06-22,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,150,4500.0,34,4140.82,145,3330.0,63,392,1637900.0,4,4500.0,675000.0,47,4500.0,153000.0,11,4500.0,599500.0,49,4500.0,210400.0,20
2025-06-22,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,205,3500.0,19,3241.67,140,2575.0,54,418,1375400.0,4,3500.0,717500.0,61,3500.0,66500.0,7,3500.0,453800.0,48,3500.0,137600.0,16
2025-06-22,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,190,4000.0,11,3720.0,146,2965.22,68,415,1547800.0,4,4000.0,760000.0,64,4000.0,44000.0,4,4000.0,543000.0,55,4000.0,200800.0,23
2025-06-22,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,150,5000.0,40,4666.67,112,3722.22,31,333,1588600.0,4,5000.0,750000.0,49,5000.0,200000.0,13,5000.0,522300.0,36,5000.0,116300.0,9
2025-06-22,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,196,5000.0,28,4627.66,135,3761.54,40,399,1893200.0,4,5000.0,980000.0,61,5000.0,140000.0,8,5000.0,623100.0,47,5000.0,150100.0,13
2025-06-22,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,218,2000.0,483,3677.78,128,3127.27,32,861,2408200.0,4,4000.0,872000.0,69,4000.0,966000.0,156,4000.0,470800.0,36,4000.0,99400.0,11
2025-06-22,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,232,4000.0,31,3700.0,130,3107.69,32,425,1631400.0,4,4000.0,928000.0,72,4000.0,124000.0,9,4000.0,480000.0,42,4000.0,99400.0,13
2025-06-22,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,173,5500.0,38,5089.8,146,4010.0,32,389,2032600.0,4,5500.0,951500.0,55,5500.0,209000.0,11,5500.0,744800.0,49,5500.0,127300.0,10
2025-06-22,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,163,6000.0,28,5583.67,159,4478.57,43,393,2228400.0,4,6000.0,978000.0,52,6000.0,168000.0,8,6000.0,889200.0,49,6000.0,193200.0,14
2025-06-22,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,169,7000.0,17,6450.0,135,5227.27,35,356,2358800.0,4,7000.0,1183000.0,59,7000.0,119000.0,6,7000.0,871500.0,46,7000.0,185300.0,11
2025-06-22,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,191,7000.0,28,6434.04,129,5260.0,48,396,2617400.0,4,7000.0,1337000.0,65,7000.0,196000.0,8,7000.0,831300.0,47,7000.0,253100.0,15
2025-06-22,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,233,3000.0,28,2744.74,117,2227.78,51,429,1218200.0,4,3000.0,699000.0,75,3000.0,84000.0,9,3000.0,320800.0,38,3000.0,114400.0,18
2025-06-22,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,212,3500.0,25,3245.45,178,2625.0,42,457,1518100.0,4,3500.0,742000.0,72,3500.0,87500.0,11,3500.0,577800.0,55,3500.0,110800.0,16
2025-06-23,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500.0,176,5200.0,478,5106.67,155,4025.0,39,848,4401300.0,4,5500.0,968000.0,57,5500.0,2485600.0,166,5500.0,790800.0,45,5500.0,156900.0,12
2025-06-23,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5500.0,153,5500.0,34,5087.27,189,4100.0,48,424,2185300.0,4,5500.0,841500.0,52,5500.0,187000.0,11,5500.0,960000.0,55,5500.0,196800.0,15
2025-06-23,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,156,10000.0,22,9237.5,122,7384.62,31,331,3137000.0,4,10000.0,1560000.0,54,10000.0,220000.0,7,10000.0,1127500.0,40,10000.0,229500.0,13
2025-06-23,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,168,10000.0,27,9265.96,129,7450.0,51,375,3525000.0,4,10000.0,1680000.0,61,10000.0,270000.0,8,10000.0,1199500.0,47,10000.0,375500.0,20
2025-06-23,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,7000.0,183,7000.0,33,6460.47,132,5150.0,38,386,2559500.0,4,7000.0,1281000.0,61,7000.0,231000.0,10,7000.0,849600.0,43,7000.0,197900.0,12
2025-06-23,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,7000.0,185,7000.0,30,6472.5,131,5200.0,45,391,2588500.0,4,7000.0,1295000.0,62,7000.0,210000.0,9,7000.0,849600.0,40,7000.0,233900.0,12
2025-06-23,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,171,3000.0,31,2750.0,121,2150.0,24,347,990200.0,4,3000.0,513000.0,53,3000.0,93000.0,11,3000.0,332400.0,40,3000.0,51800.0,10
2025-06-23,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,177,4500.0,13,4195.65,145,3380.0,27,362,1556200.0,4,4500.0,796500.0,59,4500.0,58500.0,4,4500.0,611200.0,46,4500.0,90000.0,10
2025-06-23,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,187,3500.0,12,3252.27,133,2622.22,24,356,1192400.0,4,3500.0,654500.0,63,3500.0,42000.0,4,3500.0,432700.0,44,3500.0,63200.0,9
2025-06-23,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,206,4000.0,34,3702.56,127,3000.0,34,401,1528800.0,4,4000.0,824000.0,65,4000.0,136000.0,16,4000.0,468600.0,39,4000.0,100200.0,10
2025-06-23,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,201,5000.0,17,4660.98,122,3813.33,49,389,1845700.0,4,5000.0,1005000.0,60,5000.0,85000.0,7,5000.0,568200.0,41,5000.0,187500.0,15
2025-06-23,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,207,5000.0,21,4646.81,149,3791.67,34,411,1963000.0,4,5000.0,1035000.0,76,5000.0,105000.0,7,5000.0,693300.0,47,5000.0,129700.0,12
2025-06-23,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,156,2000.0,481,3680.95,141,3000.0,54,832,2264800.0,4,4000.0,624000.0,54,4000.0,962000.0,166,4000.0,518000.0,42,4000.0,160800.0,18
2025-06-23,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,199,4000.0,24,3705.88,135,3043.48,64,422,1586000.0,4,4000.0,796000.0,64,4000.0,96000.0,8,4000.0,499200.0,51,4000.0,194800.0,23
2025-06-23,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,156,5500.0,42,5081.08,101,4100.0,52,351,1818100.0,4,5500.0,858000.0,51,5500.0,231000.0,14,5500.0,515000.0,37,5500.0,214100.0,15
2025-06-23,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,199,6000.0,31,5571.43,132,4450.0,36,398,2274300.0,4,6000.0,1194000.0,64,6000.0,186000.0,10,6000.0,734400.0,42,6000.0,159900.0,12
2025-06-23,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,187,7000.0,21,6470.45,126,5130.0,26,360,2407200.0,4,7000.0,1309000.0,67,7000.0,147000.0,6,7000.0,817500.0,44,7000.0,133700.0,10
2025-06-23,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,162,7000.0,33,6516.67,111,5227.78,52,358,2356400.0,4,7000.0,1134000.0,50,7000.0,231000.0,14,7000.0,722100.0,36,7000.0,269300.0,18
2025-06-23,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,175,3000.0,27,2751.11,140,2225.0,30,372,1058100.0,4,3000.0,525000.0,61,3000.0,81000.0,9,3000.0,385400.0,45,3000.0,66700.0,12
2025-06-23,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,157,3500.0,27,3252.63,103,2666.67,53,340,1120500.0,4,3500.0,549500.0,58,3500.0,94500.0,8,3500.0,334900.0,38,3500.0,141600.0,18
2025-06-24,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500.0,173,5200.0,407,5093.02,137,4140.0,50,767,3972900.0,4,5500.0,951500.0,52,5500.0,2116400.0,136,5500.0,697600.0,43,5500.0,207400.0,15
2025-06-24,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5500.0,188,5500.0,20,5109.09,159,3963.64,29,396,2073000.0,4,5500.0,1034000.0,61,5500.0,110000.0,7,5500.0,814600.0,55,5500.0,114400.0,11
2025-06-24,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,173,10000.0,26,9337.5,133,7714.29,35,367,3499000.0,4,10000.0,1730000.0,59,10000.0,260000.0,7,10000.0,1239500.0,40,10000.0,269500.0,14
2025-06-24,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,197,10000.0,21,9318.18,105,7875.0,24,347,3346000.0,4,10000.0,1970000.0,69,10000.0,210000.0,7,10000.0,977000.0,33,10000.0,189000.0,8
2025-06-24,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,7000.0,259,7000.0,17,6454.55,104,5140.0,44,424,2830700.0,4,7000.0,1813000.0,88,7000.0,119000.0,8,7000.0,671400.0,33,7000.0,227300.0,15
2025-06-24,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,7000.0,219,7000.0,22,6442.11,113,5145.45,37,391,2605700.0,4,7000.0,1533000.0,69,7000.0,154000.0,9,7000.0,728400.0,38,7000.0,190300.0,11
2025-06-24,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,198,3000.0,12,2745.95,115,2250.0,42,367,1042100.0,4,3000.0,594000.0,68,3000.0,36000.0,6,3000.0,316100.0,37,3000.0,96000.0,14
2025-06-24,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,186,4500.0,27,4144.44,71,3360.0,49,333,1420200.0,4,4500.0,837000.0,57,4500.0,121500.0,7,4500.0,296300.0,27,4500.0,165400.0,20
2025-06-24,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,203,3500.0,22,3254.05,127,2580.0,30,382,1279500.0,4,3500.0,710500.0,65,3500.0,77000.0,6,3500.0,413600.0,37,3500.0,78400.0,10
2025-06-24,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,188,4000.0,31,3727.27,149,2900.0,44,412,1558800.0,4,4000.0,752000.0,58,4000.0,124000.0,9,4000.0,554800.0,44,4000.0,128000.0,14
2025-06-24,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,191,5000.0,25,4645.95,103,3714.29,21,340,1635900.0,4,5000.0,955000.0,61,5000.0,125000.0,8,5000.0,477900.0,37,5000.0,78000.0,7
2025-06-24,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,179,5000.0,30,4608.33,106,3650.0,32,347,1650000.0,4,5000.0,895000.0,60,5000.0,150000.0,9,5000.0,489300.0,36,5000.0,115700.0,12
2025-06-24,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,203,2000.0,396,3739.13,139,3036.36,35,773,2230000.0,4,4000.0,812000.0,69,4000.0,792000.0,136,4000.0,519600.0,46,4000.0,106400.0,11
2025-06-24,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,170,4000.0,27,3664.71,104,2968.42,59,360,1344200.0,4,4000.0,680000.0,57,4000.0,108000.0,11,4000.0,381000.0,34,4000.0,175200.0,19
2025-06-24,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,163,5500.0,21,5085.71,76,4135.29,46,306,1591700.0,4,5500.0,896500.0,55,5500.0,115500.0,6,5500.0,386600.0,28,5500.0,193100.0,17
2025-06-24,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,177,6000.0,15,5606.25,97,4405.26,51,340,1918500.0,4,6000.0,1062000.0,55,6000.0,90000.0,5,6000.0,543900.0,32,6000.0,222600.0,19
2025-06-24,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,162,7000.0,27,6427.5,132,5266.67,29,350,2323300.0,4,7000.0,1134000.0,53,7000.0,189000.0,8,7000.0,848100.0,40,7000.0,152200.0,9
2025-06-24,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,154,7000.0,10,6476.47,107,5278.57,38,309,2043900.0,4,7000.0,1078000.0,51,7000.0,70000.0,5,7000.0,693900.0,34,7000.0,202000.0,14
2025-06-24,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,185,3000.0,15,2736.0,84,2227.27,31,315,898600.0,4,3000.0,555000.0,68,3000.0,45000.0,5,3000.0,229300.0,25,3000.0,69300.0,11
2025-06-24,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,195,3500.0,15,3226.32,116,2546.67,44,370,1221900.0,4,3500.0,682500.0,69,3500.0,52500.0,6,3500.0,374700.0,38,3500.0,112200.0,15
2025-06-25,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500.0,170,5200.0,427,5097.78,111,4169.23,30,738,3846600.0,4,5500.0,935000.0,64,5500.0,2220400.0,152,5500.0,565200.0,45,5500.0,126000.0,13
2025-06-25,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5500.0,207,5500.0,28,5081.63,152,4207.14,46,433,2260000.0,4,5500.0,1138500.0,60,5500.0,154000.0,8,5500.0,773200.0,49,5500.0,194300.0,14
2025-06-25,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,166,10000.0,20,9265.31,140,7533.33,44,370,3490000.0,4,10000.0,1660000.0,57,10000.0,200000.0,10,10000.0,1297500.0,49,10000.0,332500.0,15
2025-06-25,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,138,10000.0,12,9229.73,99,7500.0,20,269,2564500.0,4,10000.0,1380000.0,50,10000.0,120000.0,3,10000.0,912500.0,37,10000.0,152000.0,7
2025-06-25,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,7000.0,189,7000.0,23,6424.53,166,5145.45,40,418,2756600.0,4,7000.0,1323000.0,62,7000.0,161000.0,6,7000.0,1067100.0,53,7000.0,205500.0,11
2025-06-25,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,7000.0,145,7000.0,13,6430.0,87,5207.14,39,284,1867800.0,4,7000.0,1015000.0,52,7000.0,91000.0,5,7000.0,560400.0,30,7000.0,201400.0,14
2025-06-25,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,184,3000.0,25,2746.67,145,2261.11,53,407,1143600.0,4,3000.0,552000.0,57,3000.0,75000.0,10,3000.0,397600.0,45,3000.0,119000.0,18
2025-06-25,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,145,4500.0,18,4131.71,116,3288.89,48,327,1369000.0,4,4500.0,652500.0,52,4500.0,81000.0,6,4500.0,479900.0,41,4500.0,155600.0,18
2025-06-25,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,157,3500.0,27,3262.16,108,2566.67,53,345,1130300.0,4,3500.0,549500.0,56,3500.0,94500.0,9,3500.0,352100.0,37,3500.0,134200.0,18
2025-06-25,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,201,4000.0,12,3692.31,126,3050.0,45,384,1456400.0,4,4000.0,804000.0,62,4000.0,48000.0,3,4000.0,466000.0,39,4000.0,138400.0,16
2025-06-25,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,211,5000.0,29,4680.0,130,3816.67,13,383,1859600.0,4,5000.0,1055000.0,67,5000.0,145000.0,8,5000.0,610200.0,40,5000.0,49400.0,6
2025-06-25,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,191,5000.0,20,4607.69,120,3720.0,46,377,1778200.0,4,5000.0,955000.0,59,5000.0,100000.0,8,5000.0,552600.0,39,5000.0,170600.0,15
2025-06-25,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,135,2000.0,455,3726.32,112,2933.33,48,750,2009600.0,4,4000.0,540000.0,48,4000.0,910000.0,152,4000.0,418000.0,38,4000.0,141600.0,15
2025-06-25,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,209,4000.0,30,3711.76,109,2973.33,42,390,1485600.0,4,4000.0,836000.0,76,4000.0,120000.0,10,4000.0,403600.0,34,4000.0,126000.0,15
2025-06-25,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,204,5500.0,27,5107.69,117,4154.55,40,388,2032400.0,4,5500.0,1122000.0,70,5500.0,148500.0,8,5500.0,596400.0,39,5500.0,165500.0,11
2025-06-25,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,202,6000.0,19,5520.0,133,4518.75,40,394,2240400.0,4,6000.0,1212000.0,62,6000.0,114000.0,8,6000.0,735900.0,45,6000.0,178500.0,16
2025-06-25,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,157,7000.0,24,6475.61,133,5271.43,63,377,2460300.0,4,7000.0,1099000.0,53,7000.0,168000.0,8,7000.0,859500.0,41,7000.0,333800.0,21
2025-06-25,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,139,7000.0,23,6428.57,103,5207.69,36,301,1978800.0,4,7000.0,973000.0,49,7000.0,161000.0,8,7000.0,659100.0,35,7000.0,185700.0,13
2025-06-25,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,212,3000.0,15,2748.0,149,2233.33,25,401,1145000.0,4,3000.0,636000.0,72,3000.0,45000.0,6,3000.0,409500.0,50,3000.0,54500.0,9
2025-06-25,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,185,3500.0,21,3255.56,145,2654.55,33,384,1281200.0,4,3500.0,647500.0,66,3500.0,73500.0,7,3500.0,472000.0,45,3500.0,88200.0,11
2025-06-26,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500.0,166,5200.0,468,5097.87,140,4175.0,30,804,4185600.0,4,5500.0,913000.0,60,5500.0,2433600.0,154,5500.0,713000.0,47,5500.0,126000.0,8
2025-06-26,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5500.0,179,5500.0,12,5060.0,86,4127.27,28,305,1601600.0,4,5500.0,984500.0,61,5500.0,66000.0,5,5500.0,436000.0,30,5500.0,115100.0,11
2025-06-26,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,182,10000.0,17,9229.73,110,7500.0,31,340,3239500.0,4,10000.0,1820000.0,60,10000.0,170000.0,6,10000.0,1014500.0,37,10000.0,235000.0,11
2025-06-26,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,180,10000.0,39,9287.23,147,7333.33,58,424,3977500.0,4,10000.0,1800000.0,54,10000.0,390000.0,12,10000.0,1366000.0,47,10000.0,421500.0,18
2025-06-26,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,7000.0,178,7000.0,23,6437.5,140,5240.0,33,374,2478800.0,4,7000.0,1246000.0,61,7000.0,161000.0,8,7000.0,899400.0,48,7000.0,172400.0,10
2025-06-26,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,7000.0,176,7000.0,26,6466.67,101,5207.14,31,334,2230900.0,4,7000.0,1232000.0,60,7000.0,182000.0,9,7000.0,653700.0,36,7000.0,163200.0,14
2025-06-26,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,205,3000.0,15,2745.0,117,2235.71,42,379,1075100.0,4,3000.0,615000.0,63,3000.0,45000.0,5,3000.0,321200.0,40,3000.0,93900.0,14
2025-06-26,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,180,4500.0,33,4142.86,103,3425.0,48,364,1547200.0,4,4500.0,810000.0,62,4500.0,148500.0,11,4500.0,424900.0,42,4500.0,163800.0,16
2025-06-26,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,161,3500.0,10,3251.22,110,2600.0,41,322,1063400.0,4,3500.0,563500.0,59,3500.0,35000.0,5,3500.0,358500.0,41,3500.0,106400.0,14
2025-06-26,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,176,4000.0,22,3693.62,135,3025.0,20,353,1350200.0,4,4000.0,704000.0,57,4000.0,88000.0,8,4000.0,497200.0,47,4000.0,61000.0,8
2025-06-26,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,196,5000.0,10,4657.89,117,3800.0,16,339,1636400.0,4,5000.0,980000.0,64,5000.0,50000.0,5,5000.0,546300.0,38,5000.0,60100.0,6
2025-06-26,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,175,5000.0,28,4634.69,137,3653.85,40,380,1795500.0,4,5000.0,875000.0,63,5000.0,140000.0,10,5000.0,634500.0,49,5000.0,146000.0,13
2025-06-26,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,202,2000.0,447,3690.91,124,2933.33,26,799,2236600.0,4,4000.0,808000.0,68,4000.0,894000.0,154,4000.0,457600.0,44,4000.0,77000.0,9
