Date,Branch,Promo_Category,SKU_ID,SKU,Brand,SKU_Category,NormalPrice,EffectivePrice,MinEffectivePrice,MaxEffectivePrice,DiscountPct,Qty,Revenue,Transactions,Customers,prev_effective_price,prev_promo_category,price_change,price_change_pct
2025-05-24,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,3800,4400,25.0,5,21400,2,2,5057.0,Promo Normal,-957.0,-18.92
2025-05-24,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,12,66000,4,4,5200.0,Promo Normal,300.0,5.77
2025-05-24,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,60,312000,21,21,5500.0,No Promo,-300.0,-5.45
2025-05-24,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5050,5000,5200,8.75,12,60200,4,4,5200.0,Promo Bundling,-150.0,-2.88
2025-05-24,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,4100,4100,25.0,4,16400,1,1,5050.0,Promo Normal,-950.0,-18.81
2025-05-24,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,36,198000,12,12,4175.0,Promo Seasonal High,1325.0,31.74
2025-05-24,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,129,670800,47,47,5500.0,No Promo,-300.0,-5.45
2025-05-24,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5120,5000,5200,7.0,22,112400,10,10,5200.0,Promo Bundling,-80.0,-1.54
2025-05-24,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,3800,4400,25.0,13,52700,3,3,5120.0,Promo Normal,-1020.0,-19.92
2025-05-25,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,25,137500,7,7,4400.0,Promo Seasonal High,1100.0,25.0
2025-05-25,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,37,192400,14,14,5500.0,No Promo,-300.0,-5.45
2025-05-25,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5080,5000,5200,8.0,19,96600,5,5,5200.0,Promo Bundling,-120.0,-2.31
2025-05-25,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4200,4100,4400,23.33,8,34300,3,3,5080.0,Promo Normal,-880.0,-17.32
2025-05-25,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,66,363000,20,20,4100.0,Promo Seasonal High,1400.0,34.15
2025-05-25,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,216,1123200,69,69,5500.0,No Promo,-300.0,-5.45
2025-05-25,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5082,5000,5200,7.95,64,324400,22,22,5200.0,Promo Bundling,-118.0,-2.27
2025-05-25,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4040,3800,4400,26.0,13,53900,5,5,5082.0,Promo Normal,-1042.0,-20.5
2025-05-25,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,13,71500,4,4,4100.0,Promo Seasonal High,1400.0,34.15
2025-05-25,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,35,182000,12,12,5500.0,No Promo,-300.0,-5.45
2025-05-25,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,6,31200,2,2,5200.0,Promo Bundling,0.0,0.0
2025-05-25,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4400,4400,4400,20.0,2,8800,1,1,5200.0,Promo Normal,-800.0,-15.38
2025-05-25,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,48,264000,17,17,4100.0,Promo Seasonal High,1400.0,34.15
2025-05-25,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,133,691600,42,42,5500.0,No Promo,-300.0,-5.45
2025-05-25,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5059,5000,5200,8.53,42,212400,17,17,5200.0,Promo Bundling,-141.0,-2.71
2025-05-25,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4400,4400,4400,20.0,7,30800,2,2,5059.0,Promo Normal,-659.0,-13.03
2025-05-26,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,17,93500,7,7,4200.0,Promo Seasonal High,1300.0,30.95
2025-05-26,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,79,410800,24,24,5500.0,No Promo,-300.0,-5.45
2025-05-26,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5160,5000,5200,6.0,19,98000,5,5,5200.0,Promo Bundling,-40.0,-0.77
2025-05-26,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4160,3800,4400,24.0,19,80300,5,5,5160.0,Promo Normal,-1000.0,-19.38
2025-05-26,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,103,566500,34,34,4040.0,Promo Seasonal High,1460.0,36.14
2025-05-26,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,176,915200,56,56,5500.0,No Promo,-300.0,-5.45
2025-05-26,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5071,5000,5200,8.24,48,243600,17,17,5200.0,Promo Bundling,-129.0,-2.48
2025-05-26,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4125,3800,4400,24.58,38,155800,12,12,5071.0,Promo Normal,-946.0,-18.66
2025-05-26,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,16,88000,5,5,4400.0,Promo Seasonal High,1100.0,25.0
2025-05-26,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,22,114400,8,8,5500.0,No Promo,-300.0,-5.45
2025-05-26,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5080,5000,5200,8.0,16,81200,5,5,5200.0,Promo Bundling,-120.0,-2.31
2025-05-26,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,62,341000,18,18,4400.0,Promo Seasonal High,1100.0,25.0
2025-05-26,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,135,702000,50,50,5500.0,No Promo,-300.0,-5.45
2025-05-26,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5109,5000,5200,7.27,34,174200,11,11,5200.0,Promo Bundling,-91.0,-1.75
2025-05-26,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,4100,4100,25.0,3,12300,1,1,5109.0,Promo Normal,-1009.0,-19.75
2025-05-27,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,13,71500,6,6,4160.0,Promo Seasonal High,1340.0,32.21
2025-05-27,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,56,291200,22,22,5500.0,No Promo,-300.0,-5.45
2025-05-27,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5100,5000,5200,7.5,14,71800,6,6,5200.0,Promo Bundling,-100.0,-1.92
2025-05-27,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4200,3800,4400,23.33,9,37800,3,3,5100.0,Promo Normal,-900.0,-17.65
2025-05-27,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,48,264000,15,15,4125.0,Promo Seasonal High,1375.0,33.33
2025-05-27,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,201,1045200,63,63,5500.0,No Promo,-300.0,-5.45
2025-05-27,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5129,5000,5200,6.79,41,210000,14,14,5200.0,Promo Bundling,-71.0,-1.37
2025-05-27,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4175,3800,4400,23.75,14,58600,4,4,5129.0,Promo Normal,-954.0,-18.6
2025-05-27,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,21,115500,9,9,5080.0,Promo Normal,420.0,8.27
2025-05-27,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,31,161200,9,9,5500.0,No Promo,-300.0,-5.45
2025-05-27,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5000,5000,5000,10.0,13,65000,5,5,5200.0,Promo Bundling,-200.0,-3.85
2025-05-27,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,41,225500,12,12,4100.0,Promo Seasonal High,1400.0,34.15
2025-05-27,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,147,764400,47,47,5500.0,No Promo,-300.0,-5.45
2025-05-27,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5083,5000,5200,7.92,40,203800,12,12,5200.0,Promo Bundling,-117.0,-2.25
2025-05-27,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,3800,4400,25.0,18,73800,5,5,5083.0,Promo Normal,-983.0,-19.34
2025-05-28,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,24,132000,8,8,4200.0,Promo Seasonal High,1300.0,30.95
2025-05-28,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,48,249600,17,17,5500.0,No Promo,-300.0,-5.45
2025-05-28,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5067,5000,5200,8.33,15,76000,6,6,5200.0,Promo Bundling,-133.0,-2.56
2025-05-28,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,3800,4400,25.0,4,16400,2,2,5067.0,Promo Normal,-967.0,-19.08
2025-05-28,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,88,484000,31,31,4175.0,Promo Seasonal High,1325.0,31.74
2025-05-28,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,241,1253200,78,78,5500.0,No Promo,-300.0,-5.45
2025-05-28,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5109,5000,5200,7.27,38,195200,11,11,5200.0,Promo Bundling,-91.0,-1.75
2025-05-28,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,3800,4400,25.0,12,49200,5,5,5109.0,Promo Normal,-1009.0,-19.75
2025-05-28,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,16,88000,5,5,5000.0,Promo Normal,500.0,10.0
2025-05-28,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,29,150800,13,13,5500.0,No Promo,-300.0,-5.45
2025-05-28,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5150,5000,5200,6.25,8,41400,4,4,5200.0,Promo Bundling,-50.0,-0.96
2025-05-28,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,3800,3800,3800,30.0,5,19000,1,1,5150.0,Promo Normal,-1350.0,-26.21
2025-05-28,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,35,192500,10,10,4100.0,Promo Seasonal High,1400.0,34.15
2025-05-28,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,147,764400,48,48,5500.0,No Promo,-300.0,-5.45
2025-05-28,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5089,5000,5200,7.78,33,167600,9,9,5200.0,Promo Bundling,-111.0,-2.13
2025-05-28,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4025,3800,4400,26.25,11,44800,4,4,5089.0,Promo Normal,-1064.0,-20.91
2025-05-29,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,37,203500,12,12,4100.0,Promo Seasonal High,1400.0,34.15
2025-05-29,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,56,291200,15,15,5500.0,No Promo,-300.0,-5.45
2025-05-29,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5080,5000,5200,8.0,15,76400,5,5,5200.0,Promo Bundling,-120.0,-2.31
2025-05-29,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,69,379500,25,25,4100.0,Promo Seasonal High,1400.0,34.15
2025-05-29,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,216,1123200,69,69,5500.0,No Promo,-300.0,-5.45
2025-05-29,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5100,5000,5200,7.5,74,377400,24,24,5200.0,Promo Bundling,-100.0,-1.92
2025-05-29,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4150,3800,4400,24.17,14,58600,6,6,5100.0,Promo Normal,-950.0,-18.63
2025-05-29,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,48,249600,16,16,3800.0,Promo Seasonal High,1400.0,36.84
2025-05-29,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,52,286000,15,15,4025.0,Promo Seasonal High,1475.0,36.65
2025-05-29,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,138,717600,48,48,5500.0,No Promo,-300.0,-5.45
2025-05-29,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5133,5000,5200,6.67,18,92400,9,9,5200.0,Promo Bundling,-67.0,-1.29
2025-05-29,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4143,3800,4400,24.29,26,106900,7,7,5133.0,Promo Normal,-990.0,-19.29
2025-05-30,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,24,132000,7,7,5080.0,Promo Normal,420.0,8.27
2025-05-30,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,52,270400,20,20,5500.0,No Promo,-300.0,-5.45
2025-05-30,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5133,5000,5200,6.67,9,46200,3,3,5200.0,Promo Bundling,-67.0,-1.29
2025-05-30,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4400,4400,4400,20.0,2,8800,1,1,5133.0,Promo Normal,-733.0,-14.28
2025-05-30,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,76,418000,28,28,4150.0,Promo Seasonal High,1350.0,32.53
2025-05-30,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,183,951600,59,59,5500.0,No Promo,-300.0,-5.45
2025-05-30,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5133,5000,5200,6.67,31,159400,12,12,5200.0,Promo Bundling,-67.0,-1.29
2025-05-30,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4138,3800,4400,24.38,26,107500,8,8,5133.0,Promo Normal,-995.0,-19.38
2025-05-30,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,14,77000,6,6,5200.0,Promo Bundling,300.0,5.77
2025-05-30,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,42,218400,16,16,5500.0,No Promo,-300.0,-5.45
2025-05-30,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5100,5000,5200,7.5,24,122600,6,6,5200.0,Promo Bundling,-100.0,-1.92
2025-05-30,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,3800,4400,25.0,6,25800,2,2,5100.0,Promo Normal,-1000.0,-19.61
2025-05-30,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,38,209000,12,12,4143.0,Promo Seasonal High,1357.0,32.75
2025-05-30,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,118,613600,42,42,5500.0,No Promo,-300.0,-5.45
2025-05-30,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5080,5000,5200,8.0,28,141400,10,10,5200.0,Promo Bundling,-120.0,-2.31
2025-05-30,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,4100,4100,25.0,3,12300,1,1,5080.0,Promo Normal,-980.0,-19.29
2025-06-01,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,35,192500,10,10,4400.0,Promo Seasonal High,1100.0,25.0
2025-06-01,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,77,400400,27,27,5500.0,No Promo,-300.0,-5.45
2025-06-01,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5100,5000,5200,7.5,18,91400,6,6,5200.0,Promo Bundling,-100.0,-1.92
2025-06-01,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4400,4400,4400,20.0,2,8800,2,2,5100.0,Promo Normal,-700.0,-13.73
2025-06-01,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,94,517000,31,31,4138.0,Promo Seasonal High,1362.0,32.91
2025-06-01,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,199,1034800,69,69,5500.0,No Promo,-300.0,-5.45
2025-06-01,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5093,5000,5200,7.67,46,234000,15,15,5200.0,Promo Bundling,-107.0,-2.06
2025-06-01,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4143,3800,4400,24.29,18,76200,7,7,5093.0,Promo Normal,-950.0,-18.65
2025-06-01,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,26,143000,10,10,4100.0,Promo Seasonal High,1400.0,34.15
2025-06-01,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,30,156000,12,12,5500.0,No Promo,-300.0,-5.45
2025-06-01,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5086,5000,5200,7.86,22,112200,7,7,5200.0,Promo Bundling,-114.0,-2.19
2025-06-01,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4000,3800,4400,26.67,7,27200,3,3,5086.0,Promo Normal,-1086.0,-21.35
2025-06-01,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,59,324500,18,18,4100.0,Promo Seasonal High,1400.0,34.15
2025-06-01,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,148,769600,50,50,5500.0,No Promo,-300.0,-5.45
2025-06-01,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5154,5000,5200,6.15,44,226400,13,13,5200.0,Promo Bundling,-46.0,-0.88
2025-06-01,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4062,3800,4400,25.62,23,94600,8,8,5154.0,Promo Normal,-1092.0,-21.19
2025-06-02,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,34,187000,16,16,4400.0,Promo Seasonal High,1100.0,25.0
2025-06-02,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,79,410800,27,27,5500.0,No Promo,-300.0,-5.45
2025-06-02,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5089,5000,5200,7.78,31,158000,9,9,5200.0,Promo Bundling,-111.0,-2.13
2025-06-02,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,3800,4400,25.0,7,28400,2,2,5089.0,Promo Normal,-989.0,-19.43
2025-06-02,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,83,456500,31,31,4143.0,Promo Seasonal High,1357.0,32.75
2025-06-02,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,168,873600,57,57,5500.0,No Promo,-300.0,-5.45
2025-06-02,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5105,5000,5200,7.37,52,265600,19,19,5200.0,Promo Bundling,-95.0,-1.83
2025-06-02,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4175,3800,4400,23.75,10,41900,4,4,5105.0,Promo Normal,-930.0,-18.22
2025-06-02,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,23,126500,8,8,4000.0,Promo Seasonal High,1500.0,37.5
2025-06-02,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,53,275600,17,17,5500.0,No Promo,-300.0,-5.45
2025-06-02,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5143,5000,5200,6.43,23,118000,7,7,5200.0,Promo Bundling,-57.0,-1.1
2025-06-02,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,3800,4400,25.0,14,56800,4,4,5143.0,Promo Normal,-1043.0,-20.28
2025-06-02,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,48,264000,18,18,4062.0,Promo Seasonal High,1438.0,35.4
2025-06-02,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,144,748800,46,46,5500.0,No Promo,-300.0,-5.45
2025-06-02,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5120,5000,5200,7.0,38,194800,10,10,5200.0,Promo Bundling,-80.0,-1.54
2025-06-02,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4220,3800,4400,23.0,12,49200,5,5,5120.0,Promo Normal,-900.0,-17.58
2025-06-03,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,38,209000,13,13,4100.0,Promo Seasonal High,1400.0,34.15
2025-06-03,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,62,322400,22,22,5500.0,No Promo,-300.0,-5.45
2025-06-03,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5040,5000,5200,9.0,15,75800,5,5,5200.0,Promo Bundling,-160.0,-3.08
2025-06-03,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,3900,3800,4100,28.33,10,38900,3,3,5040.0,Promo Normal,-1140.0,-22.62
2025-06-03,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,88,484000,30,30,4175.0,Promo Seasonal High,1325.0,31.74
2025-06-03,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,156,811200,59,59,5500.0,No Promo,-300.0,-5.45
2025-06-03,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5140,5000,5200,6.5,69,354200,20,19,5200.0,Promo Bundling,-60.0,-1.15
2025-06-03,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4073,3800,4400,25.45,34,137900,11,11,5140.0,Promo Normal,-1067.0,-20.76
2025-06-03,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,23,126500,6,6,4100.0,Promo Seasonal High,1400.0,34.15
2025-06-03,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,36,187200,13,13,5500.0,No Promo,-300.0,-5.45
2025-06-03,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5160,5000,5200,6.0,17,87400,5,5,5200.0,Promo Bundling,-40.0,-0.77
2025-06-03,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,58,319000,22,22,4220.0,Promo Seasonal High,1280.0,30.33
2025-06-03,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,104,540800,39,39,5500.0,No Promo,-300.0,-5.45
2025-06-03,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5086,5000,5200,7.86,46,233000,14,14,5200.0,Promo Bundling,-114.0,-2.19
