Date,Branch,Promo_Category,SKU_ID,SKU,Brand,SKU_Category,NormalPrice,EffectivePrice,DiscountPct,Qty,Revenue,Transactions,Customers
2025-06-19,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,104,540800,33,33
2025-06-19,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5150,6.25,13,66800,4,4
2025-06-19,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,25.0,5,20500,1,1
2025-06-19,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,79,434500,28,28
2025-06-19,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,186,967200,67,67
2025-06-19,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5082,7.94,56,284000,17,17
2025-06-19,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4138,24.38,22,91100,8,8
2025-06-19,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,25,137500,7,7
2025-06-19,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,40,208000,13,13
2025-06-19,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5100,7.5,6,30800,2,2
2025-06-19,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,3800,30.0,1,3800,1,1
2025-06-19,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,46,253000,16,16
2025-06-19,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,142,738400,49,49
2025-06-19,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5109,7.27,39,199200,11,11
2025-06-19,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4057,25.71,23,94600,7,7
2025-06-20,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,44,242000,12,12
2025-06-20,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,47,244400,16,16
2025-06-20,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5133,6.67,24,123400,9,9
2025-06-20,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,87,478500,29,29
2025-06-20,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,215,1118000,75,75
2025-06-20,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5031,9.23,35,176200,13,13
2025-06-20,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4325,21.25,9,39000,4,4
2025-06-20,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,7,38500,4,4
2025-06-20,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,49,254800,16,16
2025-06-20,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5100,7.5,24,122600,6,6
2025-06-20,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,25.0,5,20500,1,1
2025-06-20,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,71,390500,21,21
2025-06-20,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,109,566800,38,38
2025-06-20,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5089,7.78,30,153200,9,9
2025-06-20,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4057,25.71,23,92800,7,7
2025-06-21,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,43,236500,15,15
2025-06-21,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,69,358800,24,24
2025-06-21,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5040,9.0,20,101000,5,5
2025-06-21,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4000,26.67,9,36600,3,3
2025-06-21,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,68,374000,24,24
2025-06-21,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,190,988000,62,62
2025-06-21,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5111,7.22,84,429200,27,27
2025-06-21,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4200,23.33,8,33400,3,3
2025-06-21,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,21,115500,7,7
2025-06-21,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,43,223600,16,16
2025-06-21,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5000,10.0,7,35000,2,2
2025-06-21,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4250,22.5,6,25500,2,2
2025-06-21,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,29,159500,11,11
2025-06-21,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,157,816400,48,48
2025-06-21,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5138,6.56,44,225800,16,16
2025-06-21,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,25.0,11,45700,5,5
2025-06-22,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,28,154000,9,9
2025-06-22,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,65,338000,23,23
2025-06-22,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5129,6.79,40,205800,14,14
2025-06-22,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4250,22.5,6,24900,2,2
2025-06-22,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,57,313500,24,24
2025-06-22,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,195,1014000,68,68
2025-06-22,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5168,5.79,60,310000,19,19
2025-06-22,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4014,26.43,22,88700,7,7
2025-06-22,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,25,137500,9,9
2025-06-22,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,58,301600,19,19
2025-06-22,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5000,10.0,3,15000,1,1
2025-06-22,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,49,269500,17,17
2025-06-22,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,137,712400,46,46
2025-06-22,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5071,8.21,45,228200,14,14
2025-06-22,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4138,24.38,25,104000,8,8
2025-06-23,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,22,121000,9,9
2025-06-23,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,85,442000,31,31
2025-06-23,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5100,7.5,21,106800,6,6
2025-06-23,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,3900,28.33,11,43000,3,3
2025-06-23,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,64,352000,21,21
2025-06-23,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,227,1180400,75,75
2025-06-23,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5094,7.65,60,304600,17,17
2025-06-23,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,25.0,15,61500,5,5
2025-06-23,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,38,209000,11,11
2025-06-23,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,36,187200,12,12
2025-06-23,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5000,10.0,7,35000,2,2
2025-06-23,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,52,286000,16,16
2025-06-23,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,130,676000,48,48
2025-06-23,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5130,6.75,67,344400,20,20
2025-06-23,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4025,26.25,13,52400,4,4
2025-06-24,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,35,192500,10,10
2025-06-24,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,57,296400,18,18
2025-06-24,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5100,7.5,23,117200,8,8
2025-06-24,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,74,407000,25,25
2025-06-24,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,188,977600,65,65
2025-06-24,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5094,7.65,62,315400,17,17
2025-06-24,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4200,23.33,27,113700,9,9
2025-06-24,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,19,104500,5,5
2025-06-24,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,30,156000,10,10
2025-06-24,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5067,8.33,13,66000,6,6
2025-06-24,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,25.0,18,73800,4,4
2025-06-24,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,45,247500,12,12
2025-06-24,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,132,686400,43,43
2025-06-24,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5100,7.5,39,199000,12,12
2025-06-24,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,3950,27.5,5,19900,2,2
2025-06-25,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,26,143000,8,8
2025-06-25,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,73,379600,26,26
2025-06-25,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5044,8.89,20,100800,9,9
2025-06-25,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4400,20.0,2,8800,1,1
2025-06-25,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,65,357500,25,25
2025-06-25,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,202,1050400,74,74
2025-06-25,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5100,7.5,44,224200,18,18
2025-06-25,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4057,25.71,14,57400,7,7
2025-06-25,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,14,77000,7,7
2025-06-25,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,29,150800,10,10
2025-06-25,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5120,7.0,7,36000,5,5
2025-06-25,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4400,20.0,5,22000,2,2
2025-06-25,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,65,357500,24,24
2025-06-25,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,123,639600,42,42
2025-06-25,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5123,6.92,40,204200,13,13
2025-06-25,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4200,23.33,9,37800,3,3
2025-06-26,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,19,104500,8,8
2025-06-26,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,69,358800,21,21
2025-06-26,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5120,7.0,19,97000,5,5
2025-06-26,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4400,20.0,4,17600,1,1
2025-06-26,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,68,374000,25,25
2025-06-26,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,178,925600,63,63
2025-06-26,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5085,7.88,74,375800,26,26
2025-06-26,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4160,24.0,19,79400,5,5
2025-06-26,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,11,60500,5,5
2025-06-26,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,54,280800,15,15
2025-06-26,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5100,7.5,20,102200,6,6
2025-06-26,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,68,374000,22,22
2025-06-26,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,167,868400,55,55
2025-06-26,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5120,7.0,27,138000,10,10
2025-06-26,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,25.0,7,29000,2,2
2025-06-27,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,22,121000,11,11
2025-06-27,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,87,452400,24,24
2025-06-27,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5067,8.33,8,41000,3,3
2025-06-27,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4400,20.0,5,22000,1,1
2025-06-27,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,86,473000,32,32
2025-06-27,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,191,993200,69,69
2025-06-27,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5130,6.74,64,328000,23,23
2025-06-27,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4314,21.43,22,94700,7,7
2025-06-27,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,25,137500,8,8
2025-06-27,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,43,223600,14,14
2025-06-27,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,8,41600,2,2
2025-06-27,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4400,20.0,1,4400,1,1
2025-06-27,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,72,396000,23,23
2025-06-27,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,100,520000,36,36
2025-06-27,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5114,7.14,36,184000,14,14
2025-06-28,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,23,126500,9,9
2025-06-28,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,96,499200,30,30
2025-06-28,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5089,7.78,26,132200,9,9
2025-06-28,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,25.0,11,43900,4,4
2025-06-28,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,64,352000,26,26
2025-06-28,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,220,1144000,75,75
2025-06-28,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5106,7.35,43,219400,17,17
2025-06-28,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4127,24.55,39,161400,11,11
2025-06-28,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,24,132000,7,7
2025-06-28,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,22,114400,12,12
2025-06-28,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5050,8.75,14,70400,4,4
2025-06-28,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,25.0,5,20500,1,1
2025-06-28,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,70,385000,19,19
2025-06-28,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,126,655200,41,41
2025-06-28,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5093,7.67,46,233800,15,15
2025-06-28,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4160,24.0,12,50400,5,5
2025-06-29,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,22,121000,7,7
2025-06-29,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,61,317200,20,20
2025-06-29,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5143,6.43,25,128400,7,7
2025-06-29,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,25.0,14,55600,4,4
2025-06-29,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,69,379500,21,21
2025-06-29,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,254,1320800,83,83
2025-06-29,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5112,7.19,50,256200,16,16
2025-06-29,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4050,25.83,20,80500,6,6
2025-06-29,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,30,165000,11,11
2025-06-29,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,40,208000,14,14
2025-06-29,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5100,7.5,19,96800,6,6
2025-06-29,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4025,26.25,13,52700,4,4
2025-06-29,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,52,286000,17,17
2025-06-29,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,148,769600,49,49
2025-06-29,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5109,7.27,35,178600,11,11
2025-06-29,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,3971,27.14,16,62600,7,7
2025-06-30,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,23,126500,7,7
2025-06-30,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,79,410800,25,25
2025-06-30,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5133,6.67,8,40600,3,3
2025-06-30,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,77,423500,28,28
2025-06-30,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,173,899600,62,62
2025-06-30,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5095,7.63,57,290800,19,19
2025-06-30,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4220,23.0,18,75900,5,5
2025-06-30,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,4,22000,3,3
2025-06-30,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,47,244400,18,18
2025-06-30,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5100,7.5,6,30200,2,2
2025-06-30,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,77,423500,22,22
2025-06-30,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,171,889200,56,56
2025-06-30,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5089,7.78,52,265200,18,18
2025-06-30,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4040,26.0,18,72600,5,5
2025-07-01,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,24,132000,6,6
2025-07-01,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,53,275600,19,19
2025-07-01,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5050,8.75,14,70200,4,4
2025-07-01,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,25.0,10,41000,2,2
2025-07-01,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,78,429000,21,21
2025-07-01,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,213,1107600,71,71
2025-07-01,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5115,7.12,79,403400,26,26
2025-07-01,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,3980,27.0,17,67900,5,5
2025-07-01,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,12,66000,5,5
2025-07-01,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,42,218400,14,14
2025-07-01,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5050,8.75,13,65400,4,4
2025-07-01,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,57,313500,18,18
2025-07-01,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,125,650000,47,47
2025-07-01,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5057,8.57,44,223200,14,14
2025-07-01,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,3860,29.0,10,38300,5,5
2025-07-02,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,25,137500,10,10
2025-07-02,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,84,436800,26,26
2025-07-02,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5143,6.43,23,118400,7,7
2025-07-02,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4400,20.0,11,48400,3,3
2025-07-02,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,76,418000,26,26
2025-07-02,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5.0,203,1055600,73,73
2025-07-02,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5090,7.75,58,294400,20,20
2025-07-02,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,25.0,20,82900,8,8
2025-07-02,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,0.0,9,49500,3,3
