Date,Month,Branch,SKU_ID,SKU_Category,Brand,NormalPrice,DiscountedPrice,DiscountPercentage,Promo_Category,Qty,Revenue
2025-05-31,5,Bandung,S017,Kue/Pie,Nextar,7000,6475.0,0.075,Promo Normal,135,874125.0
2025-05-31,5,Bandung,S018,Kue/Pie,Nextar,7000,6475.0,0.075,Promo Normal,142,919450.0
2025-05-31,5,Bandung,S019,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,119,330225.0
2025-05-31,5,Bandung,S020,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,98,343000.0
2025-05-31,5,Surabaya,S001,Wafer,Richeese,5500,4125.0,0.25,Promo Seasonal High,660,2722500.0
2025-05-31,5,Surabaya,S002,Wafer,Richoco,5500,5087.5,0.075,Promo Normal,309,1572037.5
2025-05-31,5,Surabaya,S003,Wafer,Richeese,10000,9500.0,0.05,Promo Bundling,236,2242000.0
2025-05-31,5,Surabaya,S004,Wafer,Richoco,10000,9250.0,0.075,Promo Normal,281,2599250.0
2025-05-31,5,Surabaya,S005,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,260,2080000.0
2025-05-31,5,Surabaya,S006,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,337,2493800.0
2025-05-31,5,Surabaya,S007,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,202,606000.0
2025-05-31,5,Surabaya,S008,Extruded Snack,Richoco,4500,4162.5,0.075,Promo Normal,266,1107225.0
2025-05-31,5,Surabaya,S009,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,257,899500.0
2025-05-31,5,Surabaya,S010,Mi Instan,Richeese,4000,3000.0,0.25,Promo Seasonal High,399,1197000.0
2025-05-31,5,Surabaya,S011,Biskuit,Richeese,5000,5000.0,0.0,No Promo,218,1090000.0
2025-05-31,5,Surabaya,S012,Biskuit,Richoco,5000,5000.0,0.0,No Promo,246,1230000.0
2025-05-31,5,Surabaya,S013,Minuman,Richeese,4000,3000.0,0.25,Promo Seasonal High,576,1728000.0
2025-05-31,5,Surabaya,S014,Minuman,Richoco,4000,4000.0,0.0,No Promo,109,436000.0
2025-05-31,5,Surabaya,S015,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,281,1429587.5
2025-05-31,5,Surabaya,S016,Wafer,Richoco,6000,5550.0,0.075,Promo Normal,329,1825950.0
2025-05-31,5,Surabaya,S017,Kue/Pie,Nextar,7000,6650.0,0.05,Promo Bundling,329,2187850.0
2025-05-31,5,Surabaya,S018,Kue/Pie,Nextar,7000,5250.0,0.25,Promo Seasonal High,208,1092000.0
2025-05-31,5,Surabaya,S019,Extruded Snack,Richeese,3000,2250.0,0.25,Promo Seasonal High,314,706500.0
2025-05-31,5,Surabaya,S020,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,143,500500.0
2025-05-31,5,Semarang,S001,Wafer,Richeese,5500,5500.0,0.0,No Promo,169,929500.0
2025-05-31,5,Semarang,S002,Wafer,Richoco,5500,5087.5,0.075,Promo Normal,119,605412.5
2025-05-31,5,Semarang,S003,Wafer,Richeese,10000,9250.0,0.075,Promo Normal,71,656750.0
2025-05-31,5,Semarang,S004,Wafer,Richoco,10000,9250.0,0.075,Promo Normal,102,943500.0
2025-05-31,5,Semarang,S005,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,105,840000.0
2025-05-31,5,Semarang,S006,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,106,848000.0
2025-05-31,5,Semarang,S007,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,53,159000.0
2025-05-31,5,Semarang,S008,Extruded Snack,Richoco,4500,4162.5,0.075,Promo Normal,91,378787.5
2025-05-31,5,Semarang,S009,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,66,231000.0
2025-05-31,5,Semarang,S010,Mi Instan,Richeese,4000,3700.0,0.075,Promo Normal,110,407000.0
2025-05-31,5,Semarang,S011,Biskuit,Richeese,5000,4750.0,0.05,Promo Bundling,117,555750.0
2025-05-31,5,Semarang,S012,Biskuit,Richoco,5000,4750.0,0.05,Promo Bundling,136,646000.0
2025-05-31,5,Semarang,S013,Minuman,Richeese,4000,3700.0,0.075,Promo Normal,183,677100.0
2025-05-31,5,Semarang,S014,Minuman,Richoco,4000,3700.0,0.075,Promo Normal,84,310800.0
2025-05-31,5,Semarang,S015,Wafer,Richeese,5500,5500.0,0.0,No Promo,116,638000.0
2025-05-31,5,Semarang,S016,Wafer,Richoco,6000,5550.0,0.075,Promo Normal,116,643800.0
2025-05-31,5,Semarang,S017,Kue/Pie,Nextar,7000,6650.0,0.05,Promo Bundling,146,970900.0
2025-05-31,5,Semarang,S018,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,100,700000.0
2025-05-31,5,Semarang,S019,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,71,213000.0
2025-05-31,5,Semarang,S020,Mi Instan,Richeese,3500,3325.0,0.05,Promo Bundling,88,292600.0
2025-06-01,6,Jakarta,S001,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,1081,5499587.5
2025-06-01,6,Jakarta,S002,Wafer,Richoco,5500,5500.0,0.0,No Promo,366,2013000.0
2025-06-01,6,Jakarta,S003,Wafer,Richeese,10000,10000.0,0.0,No Promo,401,4010000.0
2025-06-01,6,Jakarta,S004,Wafer,Richoco,10000,9250.0,0.075,Promo Normal,481,4449250.0
2025-06-01,6,Jakarta,S005,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,416,3078400.0
2025-06-01,6,Jakarta,S006,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,521,3855400.0
2025-06-01,6,Jakarta,S007,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,256,710400.0
2025-06-01,6,Jakarta,S008,Extruded Snack,Richoco,4500,4162.5,0.075,Promo Normal,463,1927237.5
2025-06-01,6,Jakarta,S009,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,268,938000.0
2025-06-01,6,Jakarta,S010,Mi Instan,Richeese,4000,4000.0,0.0,No Promo,397,1588000.0
2025-06-01,6,Jakarta,S011,Biskuit,Richeese,5000,5000.0,0.0,No Promo,312,1560000.0
2025-06-01,6,Jakarta,S012,Biskuit,Richoco,5000,5000.0,0.0,No Promo,413,2065000.0
2025-06-01,6,Jakarta,S013,Minuman,Richeese,4000,3700.0,0.075,Promo Normal,808,2989600.0
2025-06-01,6,Jakarta,S014,Minuman,Richoco,4000,3800.0,0.05,Promo Bundling,277,1052600.0
2025-06-01,6,Jakarta,S015,Wafer,Richeese,5500,4125.0,0.25,Promo Seasonal High,513,2116125.0
2025-06-01,6,Jakarta,S016,Wafer,Richoco,6000,5550.0,0.075,Promo Normal,387,2147850.0
2025-06-01,6,Jakarta,S017,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,440,3080000.0
2025-06-01,6,Jakarta,S018,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,378,2646000.0
2025-06-01,6,Jakarta,S019,Extruded Snack,Richeese,3000,2850.0,0.05,Promo Bundling,454,1293900.0
2025-06-01,6,Jakarta,S020,Mi Instan,Richeese,3500,3237.5,0.075,Promo Normal,358,1159025.0
2025-06-01,6,Bandung,S001,Wafer,Richeese,5500,5500.0,0.0,No Promo,337,1853500.0
2025-06-01,6,Bandung,S002,Wafer,Richoco,5500,5500.0,0.0,No Promo,149,819500.0
2025-06-01,6,Bandung,S003,Wafer,Richeese,10000,9250.0,0.075,Promo Normal,120,1110000.0
2025-06-01,6,Bandung,S004,Wafer,Richoco,10000,9250.0,0.075,Promo Normal,190,1757500.0
2025-06-01,6,Bandung,S005,Kue/Pie,Nextar,8000,7600.0,0.05,Promo Bundling,167,1269200.0
2025-06-01,6,Bandung,S006,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,128,1024000.0
2025-06-01,6,Bandung,S007,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,132,396000.0
2025-06-01,6,Bandung,S008,Extruded Snack,Richoco,4500,4500.0,0.0,No Promo,122,549000.0
2025-06-01,6,Bandung,S009,Mi Instan,Richeese,3500,2625.0,0.25,Promo Seasonal High,174,456750.0
2025-06-01,6,Bandung,S010,Mi Instan,Richeese,4000,4000.0,0.0,No Promo,146,584000.0
2025-06-01,6,Bandung,S011,Biskuit,Richeese,5000,5000.0,0.0,No Promo,160,800000.0
2025-06-01,6,Bandung,S012,Biskuit,Richoco,5000,5000.0,0.0,No Promo,122,610000.0
2025-06-01,6,Bandung,S013,Minuman,Richeese,4000,3700.0,0.075,Promo Normal,335,1239500.0
2025-06-01,6,Bandung,S014,Minuman,Richoco,4000,4000.0,0.0,No Promo,158,632000.0
2025-06-01,6,Bandung,S015,Wafer,Richeese,5500,4125.0,0.25,Promo Seasonal High,225,928125.0
2025-06-01,6,Bandung,S016,Wafer,Richoco,6000,6000.0,0.0,No Promo,215,1290000.0
2025-06-01,6,Bandung,S017,Kue/Pie,Nextar,7000,6650.0,0.05,Promo Bundling,231,1536150.0
2025-06-01,6,Bandung,S018,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,186,1302000.0
2025-06-01,6,Bandung,S019,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,124,344100.0
2025-06-01,6,Bandung,S020,Mi Instan,Richeese,3500,2625.0,0.25,Promo Seasonal High,222,582750.0
2025-06-01,6,Surabaya,S001,Wafer,Richeese,5500,5500.0,0.0,No Promo,346,1903000.0
2025-06-01,6,Surabaya,S002,Wafer,Richoco,5500,5087.5,0.075,Promo Normal,286,1455025.0
2025-06-01,6,Surabaya,S003,Wafer,Richeese,10000,9500.0,0.05,Promo Bundling,345,3277500.0
2025-06-01,6,Surabaya,S004,Wafer,Richoco,10000,9250.0,0.075,Promo Normal,329,3043250.0
2025-06-01,6,Surabaya,S005,Kue/Pie,Nextar,8000,7600.0,0.05,Promo Bundling,366,2781600.0
2025-06-01,6,Surabaya,S006,Kue/Pie,Nextar,8000,6000.0,0.25,Promo Seasonal High,394,2364000.0
2025-06-01,6,Surabaya,S007,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,251,753000.0
2025-06-01,6,Surabaya,S008,Extruded Snack,Richoco,4500,4162.5,0.075,Promo Normal,307,1277887.5
2025-06-01,6,Surabaya,S009,Mi Instan,Richeese,3500,3237.5,0.075,Promo Normal,382,1236725.0
2025-06-01,6,Surabaya,S010,Mi Instan,Richeese,4000,3000.0,0.25,Promo Seasonal High,404,1212000.0
2025-06-01,6,Surabaya,S011,Biskuit,Richeese,5000,3750.0,0.25,Promo Seasonal High,407,1526250.0
2025-06-01,6,Surabaya,S012,Biskuit,Richoco,5000,4625.0,0.075,Promo Normal,233,1077625.0
2025-06-01,6,Surabaya,S013,Minuman,Richeese,4000,4000.0,0.0,No Promo,522,2088000.0
2025-06-01,6,Surabaya,S014,Minuman,Richoco,4000,3800.0,0.05,Promo Bundling,337,1280600.0
2025-06-01,6,Surabaya,S015,Wafer,Richeese,5500,5500.0,0.0,No Promo,227,1248500.0
2025-06-01,6,Surabaya,S016,Wafer,Richoco,6000,5700.0,0.05,Promo Bundling,383,2183100.0
2025-06-01,6,Surabaya,S017,Kue/Pie,Nextar,7000,5250.0,0.25,Promo Seasonal High,338,1774500.0
2025-06-01,6,Surabaya,S018,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,321,2247000.0
2025-06-01,6,Surabaya,S019,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,253,702075.0
2025-06-01,6,Surabaya,S020,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,359,1256500.0
2025-06-01,6,Semarang,S001,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,301,1531337.5
2025-06-01,6,Semarang,S002,Wafer,Richoco,5500,5500.0,0.0,No Promo,81,445500.0
2025-06-01,6,Semarang,S003,Wafer,Richeese,10000,10000.0,0.0,No Promo,81,810000.0
2025-06-01,6,Semarang,S004,Wafer,Richoco,10000,7500.0,0.25,Promo Seasonal High,137,1027500.0
2025-06-01,6,Semarang,S005,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,85,680000.0
2025-06-01,6,Semarang,S006,Kue/Pie,Nextar,8000,7600.0,0.05,Promo Bundling,179,1360400.0
2025-06-01,6,Semarang,S007,Extruded Snack,Richeese,3000,2250.0,0.25,Promo Seasonal High,128,288000.0
2025-06-01,6,Semarang,S008,Extruded Snack,Richoco,4500,4500.0,0.0,No Promo,108,486000.0
2025-06-01,6,Semarang,S009,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,101,353500.0
2025-06-01,6,Semarang,S010,Mi Instan,Richeese,4000,3700.0,0.075,Promo Normal,97,358900.0
2025-06-01,6,Semarang,S011,Biskuit,Richeese,5000,3750.0,0.25,Promo Seasonal High,129,483750.0
2025-06-01,6,Semarang,S012,Biskuit,Richoco,5000,3750.0,0.25,Promo Seasonal High,146,547500.0
2025-06-01,6,Semarang,S013,Minuman,Richeese,4000,3700.0,0.075,Promo Normal,219,810300.0
2025-06-01,6,Semarang,S014,Minuman,Richoco,4000,3800.0,0.05,Promo Bundling,141,535800.0
2025-06-01,6,Semarang,S015,Wafer,Richeese,5500,5500.0,0.0,No Promo,118,649000.0
2025-06-01,6,Semarang,S016,Wafer,Richoco,6000,4500.0,0.25,Promo Seasonal High,170,765000.0
2025-06-01,6,Semarang,S017,Kue/Pie,Nextar,7000,5250.0,0.25,Promo Seasonal High,128,672000.0
2025-06-01,6,Semarang,S018,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,83,581000.0
2025-06-01,6,Semarang,S019,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,82,246000.0
2025-06-01,6,Semarang,S020,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,112,392000.0
2025-06-02,6,Jakarta,S001,Wafer,Richeese,5500,5500.0,0.0,No Promo,736,4048000.0
2025-06-02,6,Jakarta,S002,Wafer,Richoco,5500,5087.5,0.075,Promo Normal,258,1312575.0
2025-06-02,6,Jakarta,S003,Wafer,Richeese,10000,7500.0,0.25,Promo Seasonal High,596,4470000.0
2025-06-02,6,Jakarta,S004,Wafer,Richoco,10000,9250.0,0.075,Promo Normal,352,3256000.0
2025-06-02,6,Jakarta,S005,Kue/Pie,Nextar,8000,7600.0,0.05,Promo Bundling,479,3640400.0
2025-06-02,6,Jakarta,S006,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,369,2952000.0
2025-06-02,6,Jakarta,S007,Extruded Snack,Richeese,3000,2850.0,0.05,Promo Bundling,534,1521900.0
2025-06-02,6,Jakarta,S008,Extruded Snack,Richoco,4500,4162.5,0.075,Promo Normal,165,686812.5
2025-06-02,6,Jakarta,S009,Mi Instan,Richeese,3500,3325.0,0.05,Promo Bundling,439,1459675.0
2025-06-02,6,Jakarta,S010,Mi Instan,Richeese,4000,4000.0,0.0,No Promo,334,1336000.0
2025-06-02,6,Jakarta,S011,Biskuit,Richeese,5000,4625.0,0.075,Promo Normal,357,1651125.0
2025-06-02,6,Jakarta,S012,Biskuit,Richoco,5000,4625.0,0.075,Promo Normal,518,2395750.0
2025-06-02,6,Jakarta,S013,Minuman,Richeese,4000,4000.0,0.0,No Promo,665,2660000.0
2025-06-02,6,Jakarta,S014,Minuman,Richoco,4000,4000.0,0.0,No Promo,442,1768000.0
2025-06-02,6,Jakarta,S015,Wafer,Richeese,5500,5500.0,0.0,No Promo,406,2233000.0
2025-06-02,6,Jakarta,S016,Wafer,Richoco,6000,6000.0,0.0,No Promo,477,2862000.0
2025-06-02,6,Jakarta,S017,Kue/Pie,Nextar,7000,6650.0,0.05,Promo Bundling,405,2693250.0
2025-06-02,6,Jakarta,S018,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,323,2261000.0
2025-06-02,6,Jakarta,S019,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,410,1230000.0
2025-06-02,6,Jakarta,S020,Mi Instan,Richeese,3500,3237.5,0.075,Promo Normal,445,1440687.5
2025-06-02,6,Bandung,S001,Wafer,Richeese,5500,5500.0,0.0,No Promo,202,1111000.0
2025-06-02,6,Bandung,S002,Wafer,Richoco,5500,5500.0,0.0,No Promo,144,792000.0
2025-06-02,6,Bandung,S003,Wafer,Richeese,10000,9500.0,0.05,Promo Bundling,162,1539000.0
2025-06-02,6,Bandung,S004,Wafer,Richoco,10000,9250.0,0.075,Promo Normal,176,1628000.0
2025-06-02,6,Bandung,S005,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,185,1369000.0
2025-06-02,6,Bandung,S006,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,203,1502200.0
2025-06-02,6,Bandung,S007,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,141,423000.0
2025-06-02,6,Bandung,S008,Extruded Snack,Richoco,4500,4162.5,0.075,Promo Normal,246,1023975.0
2025-06-02,6,Bandung,S009,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,130,455000.0
2025-06-02,6,Bandung,S010,Mi Instan,Richeese,4000,3000.0,0.25,Promo Seasonal High,164,492000.0
2025-06-02,6,Bandung,S011,Biskuit,Richeese,5000,4625.0,0.075,Promo Normal,165,763125.0
2025-06-02,6,Bandung,S012,Biskuit,Richoco,5000,4625.0,0.075,Promo Normal,129,596625.0
2025-06-02,6,Bandung,S013,Minuman,Richeese,4000,3700.0,0.075,Promo Normal,422,1561400.0
2025-06-02,6,Bandung,S014,Minuman,Richoco,4000,3000.0,0.25,Promo Seasonal High,165,495000.0
2025-06-02,6,Bandung,S015,Wafer,Richeese,5500,5225.0,0.05,Promo Bundling,168,877800.0
2025-06-02,6,Bandung,S016,Wafer,Richoco,6000,5550.0,0.075,Promo Normal,158,876900.0
2025-06-02,6,Bandung,S017,Kue/Pie,Nextar,7000,6475.0,0.075,Promo Normal,196,1269100.0
2025-06-02,6,Bandung,S018,Kue/Pie,Nextar,7000,6475.0,0.075,Promo Normal,168,1087800.0
2025-06-02,6,Bandung,S019,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,150,416250.0
2025-06-02,6,Bandung,S020,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,205,717500.0
2025-06-02,6,Surabaya,S001,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,833,4237887.5
2025-06-02,6,Surabaya,S002,Wafer,Richoco,5500,5500.0,0.0,No Promo,213,1171500.0
2025-06-02,6,Surabaya,S003,Wafer,Richeese,10000,7500.0,0.25,Promo Seasonal High,275,2062500.0
2025-06-02,6,Surabaya,S004,Wafer,Richoco,10000,9250.0,0.075,Promo Normal,333,3080250.0
2025-06-02,6,Surabaya,S005,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,251,2008000.0
2025-06-02,6,Surabaya,S006,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,262,1938800.0
2025-06-02,6,Surabaya,S007,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,185,555000.0
2025-06-02,6,Surabaya,S008,Extruded Snack,Richoco,4500,3375.0,0.25,Promo Seasonal High,342,1154250.0
2025-06-02,6,Surabaya,S009,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,239,836500.0
2025-06-02,6,Surabaya,S010,Mi Instan,Richeese,4000,3700.0,0.075,Promo Normal,340,1258000.0
2025-06-02,6,Surabaya,S011,Biskuit,Richeese,5000,5000.0,0.0,No Promo,305,1525000.0
2025-06-02,6,Surabaya,S012,Biskuit,Richoco,5000,4625.0,0.075,Promo Normal,355,1641875.0
2025-06-02,6,Surabaya,S013,Minuman,Richeese,4000,2000.0,0.5,Promo Bundling,714,1428000.0
2025-06-02,6,Surabaya,S014,Minuman,Richoco,4000,3700.0,0.075,Promo Normal,269,995300.0
2025-06-02,6,Surabaya,S015,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,333,1694137.5
2025-06-02,6,Surabaya,S016,Wafer,Richoco,6000,5700.0,0.05,Promo Bundling,448,2553600.0
2025-06-02,6,Surabaya,S017,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,287,2009000.0
2025-06-02,6,Surabaya,S018,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,257,1799000.0
2025-06-02,6,Surabaya,S019,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,224,672000.0
2025-06-02,6,Surabaya,S020,Mi Instan,Richeese,3500,2625.0,0.25,Promo Seasonal High,277,727125.0
2025-06-02,6,Semarang,S001,Wafer,Richeese,5500,5225.0,0.05,Promo Bundling,385,2011625.0
2025-06-02,6,Semarang,S002,Wafer,Richoco,5500,5225.0,0.05,Promo Bundling,143,747175.0
2025-06-02,6,Semarang,S003,Wafer,Richeese,10000,10000.0,0.0,No Promo,109,1090000.0
2025-06-02,6,Semarang,S004,Wafer,Richoco,10000,7500.0,0.25,Promo Seasonal High,146,1095000.0
2025-06-02,6,Semarang,S005,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,134,1072000.0
2025-06-02,6,Semarang,S006,Kue/Pie,Nextar,8000,7600.0,0.05,Promo Bundling,144,1094400.0
2025-06-02,6,Semarang,S007,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,112,310800.0
2025-06-02,6,Semarang,S008,Extruded Snack,Richoco,4500,4275.0,0.05,Promo Bundling,109,465975.0
2025-06-02,6,Semarang,S009,Mi Instan,Richeese,3500,2625.0,0.25,Promo Seasonal High,139,364875.0
2025-06-02,6,Semarang,S010,Mi Instan,Richeese,4000,4000.0,0.0,No Promo,35,140000.0
2025-06-02,6,Semarang,S011,Biskuit,Richeese,5000,3750.0,0.25,Promo Seasonal High,134,502500.0
2025-06-02,6,Semarang,S012,Biskuit,Richoco,5000,4750.0,0.05,Promo Bundling,105,498750.0
2025-06-02,6,Semarang,S013,Minuman,Richeese,4000,2000.0,0.5,Promo Bundling,418,836000.0
2025-06-02,6,Semarang,S014,Minuman,Richoco,4000,4000.0,0.0,No Promo,91,364000.0
2025-06-02,6,Semarang,S015,Wafer,Richeese,5500,5225.0,0.05,Promo Bundling,93,485925.0
2025-06-02,6,Semarang,S016,Wafer,Richoco,6000,5700.0,0.05,Promo Bundling,132,752400.0
2025-06-02,6,Semarang,S017,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,82,574000.0
2025-06-02,6,Semarang,S018,Kue/Pie,Nextar,7000,5250.0,0.25,Promo Seasonal High,156,819000.0
2025-06-02,6,Semarang,S019,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,99,297000.0
2025-06-02,6,Semarang,S020,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,119,416500.0
2025-06-03,6,Jakarta,S001,Wafer,Richeese,5500,5500.0,0.0,No Promo,634,3487000.0
2025-06-03,6,Jakarta,S002,Wafer,Richoco,5500,4125.0,0.25,Promo Seasonal High,468,1930500.0
2025-06-03,6,Jakarta,S003,Wafer,Richeese,10000,9250.0,0.075,Promo Normal,387,3579750.0
2025-06-03,6,Jakarta,S004,Wafer,Richoco,10000,10000.0,0.0,No Promo,361,3610000.0
2025-06-03,6,Jakarta,S005,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,305,2257000.0
2025-06-03,6,Jakarta,S006,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,494,3952000.0
2025-06-03,6,Jakarta,S007,Extruded Snack,Richeese,3000,2850.0,0.05,Promo Bundling,335,954750.0
2025-06-03,6,Jakarta,S008,Extruded Snack,Richoco,4500,4275.0,0.05,Promo Bundling,476,2034900.0
2025-06-03,6,Jakarta,S009,Mi Instan,Richeese,3500,2625.0,0.25,Promo Seasonal High,349,916125.0
2025-06-03,6,Jakarta,S010,Mi Instan,Richeese,4000,3700.0,0.075,Promo Normal,446,1650200.0
2025-06-03,6,Jakarta,S011,Biskuit,Richeese,5000,4625.0,0.075,Promo Normal,446,2062750.0
2025-06-03,6,Jakarta,S012,Biskuit,Richoco,5000,4750.0,0.05,Promo Bundling,451,2142250.0
2025-06-03,6,Jakarta,S013,Minuman,Richeese,4000,4000.0,0.0,No Promo,567,2268000.0
2025-06-03,6,Jakarta,S014,Minuman,Richoco,4000,3700.0,0.075,Promo Normal,462,1709400.0
2025-06-03,6,Jakarta,S015,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,333,1694137.5
2025-06-03,6,Jakarta,S016,Wafer,Richoco,6000,6000.0,0.0,No Promo,362,2172000.0
2025-06-03,6,Jakarta,S017,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,451,3157000.0
2025-06-03,6,Jakarta,S018,Kue/Pie,Nextar,7000,6650.0,0.05,Promo Bundling,548,3644200.0
2025-06-03,6,Jakarta,S019,Extruded Snack,Richeese,3000,2850.0,0.05,Promo Bundling,422,1202700.0
2025-06-03,6,Jakarta,S020,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,287,1004500.0
2025-06-03,6,Bandung,S001,Wafer,Richeese,5500,5225.0,0.05,Promo Bundling,353,1844425.0
2025-06-03,6,Bandung,S002,Wafer,Richoco,5500,4125.0,0.25,Promo Seasonal High,164,676500.0
2025-06-03,6,Bandung,S003,Wafer,Richeese,10000,9250.0,0.075,Promo Normal,154,1424500.0
2025-06-03,6,Bandung,S004,Wafer,Richoco,10000,7500.0,0.25,Promo Seasonal High,194,1455000.0
2025-06-03,6,Bandung,S005,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,169,1250600.0
2025-06-03,6,Bandung,S006,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,117,936000.0
2025-06-03,6,Bandung,S007,Extruded Snack,Richeese,3000,2850.0,0.05,Promo Bundling,169,481650.0
2025-06-03,6,Bandung,S008,Extruded Snack,Richoco,4500,4162.5,0.075,Promo Normal,93,387112.5
2025-06-03,6,Bandung,S009,Mi Instan,Richeese,3500,3237.5,0.075,Promo Normal,94,304325.0
2025-06-03,6,Bandung,S010,Mi Instan,Richeese,4000,3700.0,0.075,Promo Normal,180,666000.0
2025-06-03,6,Bandung,S011,Biskuit,Richeese,5000,4750.0,0.05,Promo Bundling,188,893000.0
2025-06-03,6,Bandung,S012,Biskuit,Richoco,5000,4750.0,0.05,Promo Bundling,165,783750.0
2025-06-03,6,Bandung,S013,Minuman,Richeese,4000,4000.0,0.0,No Promo,233,932000.0
2025-06-03,6,Bandung,S014,Minuman,Richoco,4000,4000.0,0.0,No Promo,131,524000.0
2025-06-03,6,Bandung,S015,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,153,778387.5
2025-06-03,6,Bandung,S016,Wafer,Richoco,6000,5550.0,0.075,Promo Normal,119,660450.0
2025-06-03,6,Bandung,S017,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,127,889000.0
2025-06-03,6,Bandung,S018,Kue/Pie,Nextar,7000,6650.0,0.05,Promo Bundling,214,1423100.0
2025-06-03,6,Bandung,S019,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,199,552225.0
2025-06-03,6,Bandung,S020,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,130,455000.0
2025-06-03,6,Surabaya,S001,Wafer,Richeese,5500,5500.0,0.0,No Promo,507,2788500.0
2025-06-03,6,Surabaya,S002,Wafer,Richoco,5500,5087.5,0.075,Promo Normal,377,1917987.5
2025-06-03,6,Surabaya,S003,Wafer,Richeese,10000,10000.0,0.0,No Promo,304,3040000.0
2025-06-03,6,Surabaya,S004,Wafer,Richoco,10000,9250.0,0.075,Promo Normal,258,2386500.0
2025-06-03,6,Surabaya,S005,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,350,2800000.0
2025-06-03,6,Surabaya,S006,Kue/Pie,Nextar,8000,7600.0,0.05,Promo Bundling,268,2036800.0
2025-06-03,6,Surabaya,S007,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,259,777000.0
