Date,Month,Branch,SKU_ID,SKU_Name,SKU_Category,Brand,NormalPrice,DiscountedPrice,DiscountPercentage,Promo_Category,Qty,Revenue
2025-05-14,5,Semarang,S017,Nextar Choco Delight 40g,Kue/Pie,Nextar,7000,7000.0,0.0,Promo Bundling,67,469000.0
2025-05-14,5,Semarang,S018,Nextar Pineapple Pie 30g,Kue/Pie,Nextar,7000,6475.0,0.075,Promo Normal,57,369075.0
2025-05-14,5,Semarang,S019,Richeese Siip Jagung Bakar 20g,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,82,246000.0
2025-05-14,5,Semarang,S020,Richeese Mi Instan Goreng,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,70,245000.0
2025-05-14,5,Surabaya,S001,Richeese Wafer Keju 50g,Wafer,Richeese,5500,5500.0,0.0,No Promo,495,2722500.0
2025-05-14,5,Surabaya,S002,Richoco Wafer Cokelat 50g,Wafer,Richoco,6100,5642.5,0.075,Promo Normal,252,1421910.0
2025-05-14,5,Surabaya,S003,Richeese Wafer Keju 10g Renceng,Wafer,Richeese,10000,10000.0,0.0,Promo Bundling,295,2950000.0
2025-05-14,5,Surabaya,S004,Richoco Wafer Cokelat 10g Renceng,Wafer,Richoco,10000,10000.0,0.0,No Promo,207,2070000.0
2025-05-14,5,Surabaya,S005,Nextar Brownies Pie 40g,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,243,1944000.0
2025-05-14,5,Surabaya,S006,Nextar Nastar Pie 30g,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,209,1672000.0
2025-05-14,5,Surabaya,S007,Richeese Siip Keju 20g,Extruded Snack,Richeese,3000,3000.0,0.0,Promo Bundling,254,762000.0
2025-05-14,5,Surabaya,S008,Richoco Ahh! Extruded 15g,Extruded Snack,Richoco,4500,4500.0,0.0,No Promo,164,738000.0
2025-05-14,5,Surabaya,S009,Richeese Mi Instan Keju Pedas,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,146,511000.0
2025-05-14,5,Surabaya,S010,Richeese Mi Instan Ramen Keju,Mi Instan,Richeese,4000,3000.0,0.25,Promo Seasonal High,232,696000.0
2025-05-14,5,Surabaya,S011,Nabati Biskuit Rasa Kelapa,Biskuit,Richeese,5000,5000.0,0.0,No Promo,205,1025000.0
2025-05-14,5,Surabaya,S012,Nabati Biskuit Rasa Cokelat,Biskuit,Richoco,5000,5000.0,0.0,No Promo,149,745000.0
2025-05-14,5,Surabaya,S013,Nabati Drinko Richeese 150ml,Minuman,Richeese,4000,3700.0,0.075,Promo Normal,347,1283900.0
2025-05-14,5,Surabaya,S014,Nabati Drinko Richoco 150ml,Minuman,Richoco,4000,4000.0,0.0,Promo Bundling,289,1156000.0
2025-05-14,5,Surabaya,S015,Richeese Wafer Pink Lava 50g,Wafer,Richeese,5500,5500.0,0.0,No Promo,233,1281500.0
2025-05-14,5,Surabaya,S016,Richoco Wafer Hazelnut 50g,Wafer,Richoco,6000,5550.0,0.075,Promo Normal,235,1304250.0
2025-05-14,5,Surabaya,S017,Nextar Choco Delight 40g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,320,2240000.0
2025-05-14,5,Surabaya,S018,Nextar Pineapple Pie 30g,Kue/Pie,Nextar,7000,6475.0,0.075,Promo Normal,172,1113700.0
2025-05-14,5,Surabaya,S019,Richeese Siip Jagung Bakar 20g,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,237,711000.0
2025-05-14,5,Surabaya,S020,Richeese Mi Instan Goreng,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,222,777000.0
2025-05-15,5,Bandung,S001,Richeese Wafer Keju 50g,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,205,1042937.5
2025-05-15,5,Bandung,S002,Richoco Wafer Cokelat 50g,Wafer,Richoco,6100,4575.0,0.25,Promo Seasonal High,124,567300.0
2025-05-15,5,Bandung,S003,Richeese Wafer Keju 10g Renceng,Wafer,Richeese,10000,9250.0,0.075,Promo Normal,143,1322750.0
2025-05-15,5,Bandung,S004,Richoco Wafer Cokelat 10g Renceng,Wafer,Richoco,10000,10000.0,0.0,No Promo,86,860000.0
2025-05-15,5,Bandung,S005,Nextar Brownies Pie 40g,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,132,1056000.0
2025-05-15,5,Bandung,S006,Nextar Nastar Pie 30g,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,141,1043400.0
2025-05-15,5,Bandung,S007,Richeese Siip Keju 20g,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,99,274725.0
2025-05-15,5,Bandung,S008,Richoco Ahh! Extruded 15g,Extruded Snack,Richoco,4500,4162.5,0.075,Promo Normal,139,578587.5
2025-05-15,5,Bandung,S009,Richeese Mi Instan Keju Pedas,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,103,360500.0
2025-05-15,5,Bandung,S010,Richeese Mi Instan Ramen Keju,Mi Instan,Richeese,4000,3700.0,0.075,Promo Normal,155,573500.0
2025-05-15,5,Bandung,S011,Nabati Biskuit Rasa Kelapa,Biskuit,Richeese,5000,5000.0,0.0,Promo Bundling,171,855000.0
2025-05-15,5,Bandung,S012,Nabati Biskuit Rasa Cokelat,Biskuit,Richoco,5000,4625.0,0.075,Promo Normal,108,499500.0
2025-05-15,5,Bandung,S013,Nabati Drinko Richeese 150ml,Minuman,Richeese,4000,3700.0,0.075,Promo Normal,270,999000.0
2025-05-15,5,Bandung,S014,Nabati Drinko Richoco 150ml,Minuman,Richoco,4000,3000.0,0.25,Promo Seasonal High,113,339000.0
2025-05-15,5,Bandung,S015,Richeese Wafer Pink Lava 50g,Wafer,Richeese,5500,5500.0,0.0,No Promo,81,445500.0
2025-05-15,5,Bandung,S016,Richoco Wafer Hazelnut 50g,Wafer,Richoco,6000,6000.0,0.0,No Promo,107,642000.0
2025-05-15,5,Bandung,S017,Nextar Choco Delight 40g,Kue/Pie,Nextar,7000,7000.0,0.0,Promo Bundling,100,700000.0
2025-05-15,5,Bandung,S018,Nextar Pineapple Pie 30g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,90,630000.0
2025-05-15,5,Bandung,S019,Richeese Siip Jagung Bakar 20g,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,127,352425.0
2025-05-15,5,Bandung,S020,Richeese Mi Instan Goreng,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,102,357000.0
2025-05-15,5,Jakarta,S001,Richeese Wafer Keju 50g,Wafer,Richeese,5500,5500.0,0.0,No Promo,834,4587000.0
2025-05-15,5,Jakarta,S002,Richoco Wafer Cokelat 50g,Wafer,Richoco,6100,4575.0,0.25,Promo Seasonal High,625,2859375.0
2025-05-15,5,Jakarta,S003,Richeese Wafer Keju 10g Renceng,Wafer,Richeese,10000,9250.0,0.075,Promo Normal,286,2645500.0
2025-05-15,5,Jakarta,S004,Richoco Wafer Cokelat 10g Renceng,Wafer,Richoco,10000,10000.0,0.0,Promo Bundling,330,3300000.0
2025-05-15,5,Jakarta,S005,Nextar Brownies Pie 40g,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,502,3714800.0
2025-05-15,5,Jakarta,S006,Nextar Nastar Pie 30g,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,447,3307800.0
2025-05-15,5,Jakarta,S007,Richeese Siip Keju 20g,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,405,1123875.0
2025-05-15,5,Jakarta,S008,Richoco Ahh! Extruded 15g,Extruded Snack,Richoco,4500,4500.0,0.0,Promo Bundling,438,1971000.0
2025-05-15,5,Jakarta,S009,Richeese Mi Instan Keju Pedas,Mi Instan,Richeese,3500,3500.0,0.0,Promo Bundling,368,1288000.0
2025-05-15,5,Jakarta,S010,Richeese Mi Instan Ramen Keju,Mi Instan,Richeese,4000,3700.0,0.075,Promo Normal,374,1383800.0
2025-05-15,5,Jakarta,S011,Nabati Biskuit Rasa Kelapa,Biskuit,Richeese,5000,4625.0,0.075,Promo Normal,369,1706625.0
2025-05-15,5,Jakarta,S012,Nabati Biskuit Rasa Cokelat,Biskuit,Richoco,5000,3750.0,0.25,Promo Seasonal High,334,1252500.0
2025-05-15,5,Jakarta,S013,Nabati Drinko Richeese 150ml,Minuman,Richeese,4000,3000.0,0.25,Promo Seasonal High,906,2718000.0
2025-05-15,5,Jakarta,S014,Nabati Drinko Richoco 150ml,Minuman,Richoco,4000,3700.0,0.075,Promo Normal,417,1542900.0
2025-05-15,5,Jakarta,S015,Richeese Wafer Pink Lava 50g,Wafer,Richeese,5500,5500.0,0.0,No Promo,315,1732500.0
2025-05-15,5,Jakarta,S016,Richoco Wafer Hazelnut 50g,Wafer,Richoco,6000,6000.0,0.0,No Promo,350,2100000.0
2025-05-15,5,Jakarta,S017,Nextar Choco Delight 40g,Kue/Pie,Nextar,7000,7000.0,0.0,Promo Bundling,434,3038000.0
2025-05-15,5,Jakarta,S018,Nextar Pineapple Pie 30g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,318,2226000.0
2025-05-15,5,Jakarta,S019,Richeese Siip Jagung Bakar 20g,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,341,1023000.0
2025-05-15,5,Jakarta,S020,Richeese Mi Instan Goreng,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,275,962500.0
2025-05-15,5,Semarang,S001,Richeese Wafer Keju 50g,Wafer,Richeese,5500,5500.0,0.0,No Promo,161,885500.0
2025-05-15,5,Semarang,S002,Richoco Wafer Cokelat 50g,Wafer,Richoco,6100,6100.0,0.0,No Promo,76,463600.0
2025-05-15,5,Semarang,S003,Richeese Wafer Keju 10g Renceng,Wafer,Richeese,10000,9250.0,0.075,Promo Normal,59,545750.0
2025-05-15,5,Semarang,S004,Richoco Wafer Cokelat 10g Renceng,Wafer,Richoco,10000,10000.0,0.0,Promo Bundling,88,880000.0
2025-05-15,5,Semarang,S005,Nextar Brownies Pie 40g,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,74,592000.0
2025-05-15,5,Semarang,S006,Nextar Nastar Pie 30g,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,56,448000.0
2025-05-15,5,Semarang,S007,Richeese Siip Keju 20g,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,80,240000.0
2025-05-15,5,Semarang,S008,Richoco Ahh! Extruded 15g,Extruded Snack,Richoco,4500,3375.0,0.25,Promo Seasonal High,115,388125.0
2025-05-15,5,Semarang,S009,Richeese Mi Instan Keju Pedas,Mi Instan,Richeese,3500,3237.5,0.075,Promo Normal,75,242812.5
2025-05-15,5,Semarang,S010,Richeese Mi Instan Ramen Keju,Mi Instan,Richeese,4000,4000.0,0.0,No Promo,64,256000.0
2025-05-15,5,Semarang,S011,Nabati Biskuit Rasa Kelapa,Biskuit,Richeese,5000,5000.0,0.0,No Promo,76,380000.0
2025-05-15,5,Semarang,S012,Nabati Biskuit Rasa Cokelat,Biskuit,Richoco,5000,4625.0,0.075,Promo Normal,80,370000.0
2025-05-15,5,Semarang,S013,Nabati Drinko Richeese 150ml,Minuman,Richeese,4000,3700.0,0.075,Promo Normal,98,362600.0
2025-05-15,5,Semarang,S014,Nabati Drinko Richoco 150ml,Minuman,Richoco,4000,4000.0,0.0,Promo Bundling,87,348000.0
2025-05-15,5,Semarang,S015,Richeese Wafer Pink Lava 50g,Wafer,Richeese,5500,5500.0,0.0,No Promo,62,341000.0
2025-05-15,5,Semarang,S016,Richoco Wafer Hazelnut 50g,Wafer,Richoco,6000,4500.0,0.25,Promo Seasonal High,93,418500.0
2025-05-15,5,Semarang,S017,Nextar Choco Delight 40g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,94,658000.0
2025-05-15,5,Semarang,S018,Nextar Pineapple Pie 30g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,72,504000.0
2025-05-15,5,Semarang,S019,Richeese Siip Jagung Bakar 20g,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,73,219000.0
2025-05-15,5,Semarang,S020,Richeese Mi Instan Goreng,Mi Instan,Richeese,3500,3237.5,0.075,Promo Normal,88,284900.0
2025-05-15,5,Surabaya,S001,Richeese Wafer Keju 50g,Wafer,Richeese,5500,5500.0,0.0,No Promo,298,1639000.0
2025-05-15,5,Surabaya,S002,Richoco Wafer Cokelat 50g,Wafer,Richoco,6100,5642.5,0.075,Promo Normal,199,1122857.5
2025-05-15,5,Surabaya,S003,Richeese Wafer Keju 10g Renceng,Wafer,Richeese,10000,10000.0,0.0,Promo Bundling,248,2480000.0
2025-05-15,5,Surabaya,S004,Richoco Wafer Cokelat 10g Renceng,Wafer,Richoco,10000,10000.0,0.0,No Promo,218,2180000.0
2025-05-15,5,Surabaya,S005,Nextar Brownies Pie 40g,Kue/Pie,Nextar,8000,8000.0,0.0,Promo Bundling,280,2240000.0
2025-05-15,5,Surabaya,S006,Nextar Nastar Pie 30g,Kue/Pie,Nextar,8000,8000.0,0.0,Promo Bundling,261,2088000.0
2025-05-15,5,Surabaya,S007,Richeese Siip Keju 20g,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,269,746475.0
2025-05-15,5,Surabaya,S008,Richoco Ahh! Extruded 15g,Extruded Snack,Richoco,4500,4162.5,0.075,Promo Normal,294,1223775.0
2025-05-15,5,Surabaya,S009,Richeese Mi Instan Keju Pedas,Mi Instan,Richeese,3500,3237.5,0.075,Promo Normal,215,696062.5
2025-05-15,5,Surabaya,S010,Richeese Mi Instan Ramen Keju,Mi Instan,Richeese,4000,3700.0,0.075,Promo Normal,152,562400.0
2025-05-15,5,Surabaya,S011,Nabati Biskuit Rasa Kelapa,Biskuit,Richeese,5000,5000.0,0.0,No Promo,125,625000.0
2025-05-15,5,Surabaya,S012,Nabati Biskuit Rasa Cokelat,Biskuit,Richoco,5000,5000.0,0.0,No Promo,230,1150000.0
2025-05-15,5,Surabaya,S013,Nabati Drinko Richeese 150ml,Minuman,Richeese,4000,4000.0,0.0,No Promo,471,1884000.0
2025-05-15,5,Surabaya,S014,Nabati Drinko Richoco 150ml,Minuman,Richoco,4000,4000.0,0.0,Promo Bundling,285,1140000.0
2025-05-15,5,Surabaya,S015,Richeese Wafer Pink Lava 50g,Wafer,Richeese,5500,5500.0,0.0,No Promo,220,1210000.0
2025-05-15,5,Surabaya,S016,Richoco Wafer Hazelnut 50g,Wafer,Richoco,6000,5550.0,0.075,Promo Normal,216,1198800.0
2025-05-15,5,Surabaya,S017,Nextar Choco Delight 40g,Kue/Pie,Nextar,7000,7000.0,0.0,Promo Bundling,311,2177000.0
2025-05-15,5,Surabaya,S018,Nextar Pineapple Pie 30g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,298,2086000.0
2025-05-15,5,Surabaya,S019,Richeese Siip Jagung Bakar 20g,Extruded Snack,Richeese,3000,3000.0,0.0,Promo Bundling,138,414000.0
2025-05-15,5,Surabaya,S020,Richeese Mi Instan Goreng,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,207,724500.0
2025-05-16,5,Bandung,S001,Richeese Wafer Keju 50g,Wafer,Richeese,5500,5500.0,0.0,No Promo,235,1292500.0
2025-05-16,5,Bandung,S002,Richoco Wafer Cokelat 50g,Wafer,Richoco,6100,6100.0,0.0,No Promo,106,646600.0
2025-05-16,5,Bandung,S003,Richeese Wafer Keju 10g Renceng,Wafer,Richeese,10000,9250.0,0.075,Promo Normal,133,1230250.0
2025-05-16,5,Bandung,S004,Richoco Wafer Cokelat 10g Renceng,Wafer,Richoco,10000,10000.0,0.0,No Promo,100,1000000.0
2025-05-16,5,Bandung,S005,Nextar Brownies Pie 40g,Kue/Pie,Nextar,8000,8000.0,0.0,Promo Bundling,193,1544000.0
2025-05-16,5,Bandung,S006,Nextar Nastar Pie 30g,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,140,1036000.0
2025-05-16,5,Bandung,S007,Richeese Siip Keju 20g,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,91,273000.0
2025-05-16,5,Bandung,S008,Richoco Ahh! Extruded 15g,Extruded Snack,Richoco,4500,4162.5,0.075,Promo Normal,120,499500.0
2025-05-16,5,Bandung,S009,Richeese Mi Instan Keju Pedas,Mi Instan,Richeese,3500,2625.0,0.25,Promo Seasonal High,174,456750.0
2025-05-16,5,Bandung,S010,Richeese Mi Instan Ramen Keju,Mi Instan,Richeese,4000,4000.0,0.0,No Promo,115,460000.0
2025-05-16,5,Bandung,S011,Nabati Biskuit Rasa Kelapa,Biskuit,Richeese,5000,5000.0,0.0,No Promo,95,475000.0
2025-05-16,5,Bandung,S012,Nabati Biskuit Rasa Cokelat,Biskuit,Richoco,5000,4625.0,0.075,Promo Normal,97,448625.0
2025-05-16,5,Bandung,S013,Nabati Drinko Richeese 150ml,Minuman,Richeese,4000,3700.0,0.075,Promo Normal,224,828800.0
2025-05-16,5,Bandung,S014,Nabati Drinko Richoco 150ml,Minuman,Richoco,4000,4000.0,0.0,No Promo,92,368000.0
2025-05-16,5,Bandung,S015,Richeese Wafer Pink Lava 50g,Wafer,Richeese,5500,4125.0,0.25,Promo Seasonal High,191,787875.0
2025-05-16,5,Bandung,S016,Richoco Wafer Hazelnut 50g,Wafer,Richoco,6000,5550.0,0.075,Promo Normal,122,677100.0
2025-05-16,5,Bandung,S017,Nextar Choco Delight 40g,Kue/Pie,Nextar,7000,7000.0,0.0,Promo Bundling,121,847000.0
2025-05-16,5,Bandung,S018,Nextar Pineapple Pie 30g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,72,504000.0
2025-05-16,5,Bandung,S019,Richeese Siip Jagung Bakar 20g,Extruded Snack,Richeese,3000,3000.0,0.0,Promo Bundling,179,537000.0
2025-05-16,5,Bandung,S020,Richeese Mi Instan Goreng,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,117,409500.0
2025-05-16,5,Jakarta,S001,Richeese Wafer Keju 50g,Wafer,Richeese,5500,5225.0,0.05,Promo Bundling,758,3960550.0
2025-05-16,5,Jakarta,S002,Richoco Wafer Cokelat 50g,Wafer,Richoco,6100,5642.5,0.075,Promo Normal,300,1692750.0
2025-05-16,5,Jakarta,S003,Richeese Wafer Keju 10g Renceng,Wafer,Richeese,10000,9250.0,0.075,Promo Normal,447,4134750.0
2025-05-16,5,Jakarta,S004,Richoco Wafer Cokelat 10g Renceng,Wafer,Richoco,10000,10000.0,0.0,No Promo,270,2700000.0
2025-05-16,5,Jakarta,S005,Nextar Brownies Pie 40g,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,407,3011800.0
2025-05-16,5,Jakarta,S006,Nextar Nastar Pie 30g,Kue/Pie,Nextar,8000,8000.0,0.0,Promo Bundling,560,4480000.0
2025-05-16,5,Jakarta,S007,Richeese Siip Keju 20g,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,382,1146000.0
2025-05-16,5,Jakarta,S008,Richoco Ahh! Extruded 15g,Extruded Snack,Richoco,4500,4500.0,0.0,No Promo,354,1593000.0
2025-05-16,5,Jakarta,S009,Richeese Mi Instan Keju Pedas,Mi Instan,Richeese,3500,3500.0,0.0,Promo Bundling,340,1190000.0
2025-05-16,5,Jakarta,S010,Richeese Mi Instan Ramen Keju,Mi Instan,Richeese,4000,3700.0,0.075,Promo Normal,342,1265400.0
2025-05-16,5,Jakarta,S011,Nabati Biskuit Rasa Kelapa,Biskuit,Richeese,5000,5000.0,0.0,No Promo,358,1790000.0
2025-05-16,5,Jakarta,S012,Nabati Biskuit Rasa Cokelat,Biskuit,Richoco,5000,3750.0,0.25,Promo Seasonal High,445,1668750.0
2025-05-16,5,Jakarta,S013,Nabati Drinko Richeese 150ml,Minuman,Richeese,4000,2000.0,0.5,Promo Bundling,786,1572000.0
2025-05-16,5,Jakarta,S014,Nabati Drinko Richoco 150ml,Minuman,Richoco,4000,3000.0,0.25,Promo Seasonal High,488,1464000.0
2025-05-16,5,Jakarta,S015,Richeese Wafer Pink Lava 50g,Wafer,Richeese,5500,4125.0,0.25,Promo Seasonal High,437,1802625.0
2025-05-16,5,Jakarta,S016,Richoco Wafer Hazelnut 50g,Wafer,Richoco,6000,5550.0,0.075,Promo Normal,346,1920300.0
2025-05-16,5,Jakarta,S017,Nextar Choco Delight 40g,Kue/Pie,Nextar,7000,7000.0,0.0,Promo Bundling,456,3192000.0
2025-05-16,5,Jakarta,S018,Nextar Pineapple Pie 30g,Kue/Pie,Nextar,7000,6475.0,0.075,Promo Normal,464,3004400.0
2025-05-16,5,Jakarta,S019,Richeese Siip Jagung Bakar 20g,Extruded Snack,Richeese,3000,3000.0,0.0,Promo Bundling,333,999000.0
2025-05-16,5,Jakarta,S020,Richeese Mi Instan Goreng,Mi Instan,Richeese,3500,3500.0,0.0,Promo Bundling,382,1337000.0
2025-05-16,5,Semarang,S001,Richeese Wafer Keju 50g,Wafer,Richeese,5500,4125.0,0.25,Promo Seasonal High,236,973500.0
2025-05-16,5,Semarang,S002,Richoco Wafer Cokelat 50g,Wafer,Richoco,6100,6100.0,0.0,No Promo,83,506300.0
2025-05-16,5,Semarang,S003,Richeese Wafer Keju 10g Renceng,Wafer,Richeese,10000,10000.0,0.0,No Promo,71,710000.0
2025-05-16,5,Semarang,S004,Richoco Wafer Cokelat 10g Renceng,Wafer,Richoco,10000,10000.0,0.0,Promo Bundling,76,760000.0
2025-05-16,5,Semarang,S005,Nextar Brownies Pie 40g,Kue/Pie,Nextar,8000,6000.0,0.25,Promo Seasonal High,125,750000.0
2025-05-16,5,Semarang,S006,Nextar Nastar Pie 30g,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,91,673400.0
2025-05-16,5,Semarang,S007,Richeese Siip Keju 20g,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,74,205350.0
2025-05-16,5,Semarang,S008,Richoco Ahh! Extruded 15g,Extruded Snack,Richoco,4500,4500.0,0.0,No Promo,59,265500.0
2025-05-16,5,Semarang,S009,Richeese Mi Instan Keju Pedas,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,88,308000.0
2025-05-16,5,Semarang,S010,Richeese Mi Instan Ramen Keju,Mi Instan,Richeese,4000,4000.0,0.0,No Promo,97,388000.0
2025-05-16,5,Semarang,S011,Nabati Biskuit Rasa Kelapa,Biskuit,Richeese,5000,4625.0,0.075,Promo Normal,64,296000.0
2025-05-16,5,Semarang,S012,Nabati Biskuit Rasa Cokelat,Biskuit,Richoco,5000,5000.0,0.0,No Promo,74,370000.0
2025-05-16,5,Semarang,S013,Nabati Drinko Richeese 150ml,Minuman,Richeese,4000,2000.0,0.5,Promo Bundling,205,410000.0
2025-05-16,5,Semarang,S014,Nabati Drinko Richoco 150ml,Minuman,Richoco,4000,4000.0,0.0,No Promo,45,180000.0
2025-05-16,5,Semarang,S015,Richeese Wafer Pink Lava 50g,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,81,412087.5
2025-05-16,5,Semarang,S016,Richoco Wafer Hazelnut 50g,Wafer,Richoco,6000,5550.0,0.075,Promo Normal,71,394050.0
2025-05-16,5,Semarang,S017,Nextar Choco Delight 40g,Kue/Pie,Nextar,7000,6475.0,0.075,Promo Normal,57,369075.0
2025-05-16,5,Semarang,S018,Nextar Pineapple Pie 30g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,62,434000.0
2025-05-16,5,Semarang,S019,Richeese Siip Jagung Bakar 20g,Extruded Snack,Richeese,3000,3000.0,0.0,Promo Bundling,65,195000.0
2025-05-16,5,Semarang,S020,Richeese Mi Instan Goreng,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,65,227500.0
2025-05-16,5,Surabaya,S001,Richeese Wafer Keju 50g,Wafer,Richeese,5500,5500.0,0.0,No Promo,477,2623500.0
2025-05-16,5,Surabaya,S002,Richoco Wafer Cokelat 50g,Wafer,Richoco,6100,6100.0,0.0,No Promo,237,1445700.0
2025-05-16,5,Surabaya,S003,Richeese Wafer Keju 10g Renceng,Wafer,Richeese,10000,9250.0,0.075,Promo Normal,158,1461500.0
2025-05-16,5,Surabaya,S004,Richoco Wafer Cokelat 10g Renceng,Wafer,Richoco,10000,10000.0,0.0,No Promo,158,1580000.0
2025-05-16,5,Surabaya,S005,Nextar Brownies Pie 40g,Kue/Pie,Nextar,8000,6000.0,0.25,Promo Seasonal High,296,1776000.0
2025-05-16,5,Surabaya,S006,Nextar Nastar Pie 30g,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,256,2048000.0
2025-05-16,5,Surabaya,S007,Richeese Siip Keju 20g,Extruded Snack,Richeese,3000,2250.0,0.25,Promo Seasonal High,286,643500.0
2025-05-16,5,Surabaya,S008,Richoco Ahh! Extruded 15g,Extruded Snack,Richoco,4500,4500.0,0.0,Promo Bundling,272,1224000.0
2025-05-16,5,Surabaya,S009,Richeese Mi Instan Keju Pedas,Mi Instan,Richeese,3500,3237.5,0.075,Promo Normal,172,556850.0
2025-05-16,5,Surabaya,S010,Richeese Mi Instan Ramen Keju,Mi Instan,Richeese,4000,3000.0,0.25,Promo Seasonal High,185,555000.0
2025-05-16,5,Surabaya,S011,Nabati Biskuit Rasa Kelapa,Biskuit,Richeese,5000,5000.0,0.0,No Promo,225,1125000.0
2025-05-16,5,Surabaya,S012,Nabati Biskuit Rasa Cokelat,Biskuit,Richoco,5000,5000.0,0.0,No Promo,165,825000.0
2025-05-16,5,Surabaya,S013,Nabati Drinko Richeese 150ml,Minuman,Richeese,4000,4000.0,0.0,No Promo,394,1576000.0
2025-05-16,5,Surabaya,S014,Nabati Drinko Richoco 150ml,Minuman,Richoco,4000,4000.0,0.0,No Promo,267,1068000.0
2025-05-16,5,Surabaya,S015,Richeese Wafer Pink Lava 50g,Wafer,Richeese,5500,5500.0,0.0,No Promo,231,1270500.0
2025-05-16,5,Surabaya,S016,Richoco Wafer Hazelnut 50g,Wafer,Richoco,6000,5550.0,0.075,Promo Normal,229,1270950.0
2025-05-16,5,Surabaya,S017,Nextar Choco Delight 40g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,189,1323000.0
2025-05-16,5,Surabaya,S018,Nextar Pineapple Pie 30g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,250,1750000.0
2025-05-16,5,Surabaya,S019,Richeese Siip Jagung Bakar 20g,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,206,618000.0
2025-05-16,5,Surabaya,S020,Richeese Mi Instan Goreng,Mi Instan,Richeese,3500,3237.5,0.075,Promo Normal,183,592462.5
2025-05-17,5,Bandung,S001,Richeese Wafer Keju 50g,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,276,1404150.0
2025-05-17,5,Bandung,S002,Richoco Wafer Cokelat 50g,Wafer,Richoco,6100,6100.0,0.0,No Promo,89,542900.0
2025-05-17,5,Bandung,S003,Richeese Wafer Keju 10g Renceng,Wafer,Richeese,10000,7500.0,0.25,Promo Seasonal High,149,1117500.0
2025-05-17,5,Bandung,S004,Richoco Wafer Cokelat 10g Renceng,Wafer,Richoco,10000,10000.0,0.0,No Promo,136,1360000.0
2025-05-17,5,Bandung,S005,Nextar Brownies Pie 40g,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,144,1065600.0
2025-05-17,5,Bandung,S006,Nextar Nastar Pie 30g,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,141,1128000.0
2025-05-17,5,Bandung,S007,Richeese Siip Keju 20g,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,85,235875.0
2025-05-17,5,Bandung,S008,Richoco Ahh! Extruded 15g,Extruded Snack,Richoco,4500,4500.0,0.0,Promo Bundling,149,670500.0
2025-05-17,5,Bandung,S009,Richeese Mi Instan Keju Pedas,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,124,434000.0
